店铺名称,联系电话,详细地址
阿香米线(广州南沙万达店),17721115262,南沙区双山大道3号372房
新木瓜园农庄,13719333332,南沙区连溪大道顺祥路口进60米
AC概念茶(大岗总店),020-39011030,南沙区兴业路125-127号（阳光城市广场斜对面）
维坊蛋糕店,020-34909989/13724063848,南沙区东涌镇东发二区2号（天汇百汇超市对面）
烤派,13922330419,南沙区海滨路万达广场金街C2-109号（靠近6号门）
大龙火锅(南沙店),020-89133963/13332837229,南沙区南沙区蒲州一路
小馋驴私家烘焙室(万达广场店),13600024961,南沙区海滨路南沙万达广场
品一火锅店,13049686344,南沙区大岗镇阳光城市广场芋观园旁
邦特一起吃饭,020-39099996,南沙区金岭北路维也纳酒店二楼
进源生态农庄,18200745222,南沙区环市大道南南沙镇林场（南沙中心小学斜对面）
真功夫(南沙总部店),18594053858,南沙区上隆岭路功夫街1号真功夫总部东侧首层
潮溪牛肉店(江南路店),020-39393927,南沙区江南路37号
亚答子甜品,13533232111,南沙区南沙街亿裕街5号101铺
天府食家(金洲店),020-84683677/13922453619,南沙区金洲裕光花园23号（近大拇指）
北雪农家饺子馆,020-84900189,南沙区鱼窝头太石村太南路自编八巷五路1号（博盈工业区对面）
巴比酷●蟹肉煲,18620996289,南沙区大岗镇兴业路31号达森广场3楼
吉茶屋,18928866694,南沙区丰泽东路滨海御城1栋114铺
poke鲜生范儿,19927707603/13431685757,南沙区环岛西路万达广场金街C6－122店
百果园(万达金街店),020-34667325,南沙区环市大道中25号106房
小小农家乐,13622295868,南沙区市南大道黄阁乌石湾村口对面直入200米
挚爱纸上烤鱼,18316542001,南沙区广州东涌镇吉祥东路5号楼之1（格林美酒店旁边）
幸福西饼生日蛋糕(南沙店),020-39011416/400-999-6666,南沙区东涌镇市鱼路沙心南街95号101
夜色铁板烧,020-39076939/18620538346,南沙区南沙街道富佳南街（麦当劳斜对面）
德雅饮食店,020-84681397,南沙区沙螺湾村沙螺湾路3号
小串串香,13710747420,南沙区东涌镇鱼窝头大道68号
德成客家王,020-39000082,南沙区金隆路保利绿地大都汇35号7-4栋2楼
淇妙屋,13060660901,南沙区大岗镇阳光城市广场后排73号铺（皇后咖啡店旁边）
琛之琳蛋糕(海景路店),13926469564,南沙区海景路14巷36号
东京日本料理(黄阁店),13710413533,南沙区黄阁镇黄梅路麒麟广场3号楼24号铺
丰和潮菜馆,020-34669129/13570503763,南沙区金洲裕兴新村亿裕街23号（近大众门诊）
赛拉维咖啡,13570999737,南沙区东发二路东发二区底商（大益茶对面）
棠泰甜品屋,020-84948314,南沙区珠江西二路16号
珍之堡咖啡(大涌店),020-28686418,南沙区金岭南路大涌市场（大涌公园对面）
濠景渔村,13503033119,南沙区十九涌旅游度假村
皇冠?玛莉奥(富佳店),020-39050559,南沙区近郊南沙街金洲裕兴花园忆裕街2号
德洲汉堡,18145720606,南沙区广州市南沙区东涌镇万泰路49号（A宿舍16号北106-108）
储缘蛋糕(南沙华汇店),15099989073,南沙区珠电路20号华汇国际广场旁
满意奶茶,13710069690,南沙区金隆路中海联广场310铺
煲味传奇休闲站,18719091339,南沙区板头二街12号
蜀湘苑木桶饭(黄阁店),020-28672168,南沙区黄阁镇麒龙东路67号
春隆海鲜餐厅,020-39091178/13724830513,南沙区旧镇珠江中路177号（南沙中学初中部）
德联驴庄(驴肉火锅炒菜店),13710243893,南沙区南沙街道坦头路14号（煤气站旁珠江电厂斜对面）
爱尚花语蛋糕店(榄核店),18148626933,南沙区榄核镇新地路22号
天鹅城饺子馆,020-34681816,南沙区黄阁镇麒龙东路65号（近地铁四号线黄阁站）
王正凉茶行(旧镇店),13922338336,南沙区南沙街道珠江中路33号
藤原日本料理,18925136564/17620118050,南沙区海滨路万达广场金街二楼（4号门上面C1-211铺）
DQ(南沙万达美方店),400-108-8870,南沙区双山大道3号万达广场3楼3037铺
一袋马铃薯,020-39092620,南沙区双山大道万达广场三楼008号
老妈赣菜,020-39390027,南沙区南沙街道进港大道31-13号北（今州广场）
刘一签串串香火锅(麒麟广场店),18673296969,南沙区黄阁镇麒麟广场一街二号
九里乡石锅鱼,13621434022,南沙区阳光城市广场1楼
喜爷HEYYEAH?PIZZA,020-34939336,南沙区大岗阳光城市广场繁盛路51号4号
重庆崽儿火锅,020-34902053,南沙区市南路与民康路交口东行20米路南
如轩海鲜砂锅粥(南沙店),020-39390586,南沙区南沙区金涛东街8号今洲新天地2楼（中国移动楼上）
琛之琳蛋糕(大涌店),13926469564/13537275716,南沙区大涌金岭南路411号（惠满福生活超市旁）
小马哥?轻食体验馆,020-39009637,南沙区大岗镇繁盛路51号12号
爱尚花语蛋糕店(鱼窝头店),18148626933,南沙区鱼窝头镇富裕路15号
蒙古包烤羊馆,18818874889,南沙区滨海半岛南门好旺角美食广场
兴海农庄,13424005451,南沙区新港大道万顷沙镇新垦15涌（百万葵园正门斜对面）
幸运蛋糕(兰兰香蛋糕店),13126497814,南沙区双山大道丰庭花园底商
车前外带寿司(南沙万达店),19927607678,南沙区万达广场金街3楼C1-342
金禾餐厅,020-84942015,南沙区万顷沙镇珠江街珠江中路27号
老渝记重庆小面,18922195287,南沙区中大城49号
口口香绝味石锅鱼,15914199890,南沙区大涌镇大涌新村金莎大酒店对面
浪花铁板烧,020-39008828,南沙区双山大道9号万达三楼
茗荔园铁板自选快餐,13632367258,南沙区双山大道3号119号万达金街一楼4号门旁
海力花园云海轩餐厅,020-39061777,南沙区进港大道557号（海力花园酒店西侧）
香港鸿记冰室(榄核店),020-84928806/18138781218,南沙区榄核镇广场路300-302号
柳州螺蛳粉(金洲店),18925199822,南沙区南沙街裕兴花园16号楼裕平街3号
渝情未了,18688497849,南沙区黄阁镇麒龙东路39号（工商银行后面）
琛之琳蛋糕(黄阁分店),18898603518,南沙区黄阁镇大井新村清河路36号
花风船(南沙旗舰店),020-39396899,南沙区环市大道西401号滨海水晶湾首层（广州农村商业银行隔壁）
一起吃小龙虾(南沙万达店),13926416448,南沙区万达广场金街3楼海滨路183号333（6号门对面）
威尼斯?订制蛋糕,13268267249,南沙区大岗镇豪岗大道2-3号（雍富酒店公交站旁、留一手旁）
西亚图茶餐厅,13711040322,南沙区南沙区金州云泽西二街4号117-118铺
极！奶茶,15602274229,南沙区南沙大涌公园旁
聚湘楼?衡东土菜馆(金莎广场店),18613003928,南沙区进港大道金莎广场三楼
面包新语(南沙万达店),020-39012684,南沙区环市大道与双山大道交界西北侧，万达广场一层1028商铺
蓝海豚冰城,13059157929,南沙区潮福街与解放路交叉口旁
royalstea馋上皇皇茶(麒麟广场店),18988991063,南沙区黄阁镇黄梅路麒麟广场一街2号106、107房（京东便利店旁）
果荟甘草水果,17502095793,南沙区双山大道万达广场121
杨小贤(东涌店),13434255115/15920332727,南沙区培贤东路东涌医院车站旁
尊牛焰炙牛排(万达店),18102600976,南沙区双山大道3号122号
贡茶(宫廷风信子店),18898324384/18719256607,南沙区滨海隽城B133A档（风信子一楼，湘乡楼旁欢记直入）
百果园(丰庭花园店),020-31158572,南沙区丰庭花园四号楼一号铺丰庭花园店
南沙彬记石锅鱼,13670551462/13417544423,南沙区南沙街道海景路广南苑3铺4号（来坐斜对面）
四川宜宾燃面(金洲店),020-39091909/18933980708,南沙区富佳花园富佳北街52号
DELOS蒂?吐司,020-34669760/18312831416,南沙区双山大道5号（万达广场五号门斜对面金街内）
生日礼物(麦味蛋糕,18816837053,南沙区东涌镇简太路30号之三15号铺
真地道牛杂,13535367135,南沙区大岗镇繁荣路谭安街38号
好味香锅,18998308732,南沙区南沙万达金街2楼
大嘴猫老成都串串火锅(南沙店),020-82648648,南沙区大岗镇兴业路31号达森广场3楼
香里佬味口柴火鸡柴火鱼,15975609998,南沙区裕兴花园32号楼80号铺
聚华轩餐厅,020-34660168/34660326,南沙区海港大道临海酒店（百万葵园、湿地公园、水鸟世界、十九涌海鲜）
渔米之乡私房菜,020-39391999,南沙区大涌上街31号（原环岛西路即大涌电厂对面）
重庆烤活鱼,15692415109,南沙区普盈市场工业路K23号
种益农庄,15811873806,南沙区环市大道中金岭一横路南沙城南门对面
巴打披萨(榄核店),13433963445,南沙区榄核镇广场路215号
庆丰农庄(东涌店),13928833392,南沙区东涌镇旧水泥厂路8号（近广大附中南沙实验学校）
正新鸡排(黄阁2店),13725395833/13825095463,南沙区黄阁镇黄梅路116号一层108A
智能牛先生美食城,13168827668,南沙区南沙区裕顺街72号
美华面包屋,020-84976860,南沙区黄阁镇麒龙东路145号
遇见餐吧,020-39006727,南沙区凤凰大道金茂湾T1栋118号遇见餐吧
和记潮牛潮汕牛肉店,020-28672032,南沙区南沙区黄阁大道南
潮汕人家,18664607614,南沙区大岗镇灵山村环城东路85号尖沙咀花园对面
烤之味,020-31155688,南沙区富佳北街41号
懒人寿司吧,020-61983818,南沙区繁荣路42号
彬记潮汕砂锅粥,13670551462/13417544423,南沙区南沙街道海景路广南苑3-3号
华莱士(番禺南沙百汇),020-34667782,南沙区东涌镇鱼窝头大道68号盛林大厦天汇百汇商业中心首层
麦思琪饮品,15915893887,南沙区兴业路31号达森购物广场二楼
可可香面包店,020-34932939/13928831902,南沙区大岗镇豪岗大道8号东豪大厦106铺
梓茶,18933963624/15521322235,南沙区培贤东路南三街6号
草原往事冰煮羊火锅,18665595551,南沙区四季荟风情街珠电路8号
大井仙庙烧鸡(黄阁店),13929267700,南沙区黄阁镇黄梅路85号湖田小区第13、14排1号之103房
南沙花园酒店?花苑全日制餐厅,020-32108888,南沙区大角二路1号南沙花园酒店一楼
桃花岛KTV烧烤,13380090908,南沙区东涌大简村
威麦精酿,13602885117,南沙区海熙大街43号（越秀逅海酒吧街）
老字号湘菜王,020-84685137,南沙区金洲裕兴花园23号楼
标记美食城,13502454538,南沙区集贤大街1号
大稳农庄,020-28109469/18814128488,南沙区大稳村大稳渡口前50米（大稳村骝岗画廊驿站）
粉霸王煲仔饭,15012622520,南沙区虎门渡口19号
桃妍理,13924290448,南沙区珠江西一路41号
大江湖小龙虾,13556062226/13925016758,南沙区进港大道127号（金港酒店旁）
RoyalTea皇茶,13802420070,南沙区大涌路大涌村大冲市场1号B4铺（南沙街）
百果园(碧桂园店),020-39035374,南沙区进港大道中312号129店铺
爱尚圆梦(万达店),13798075572,南沙区双山大道113号中大城1楼（靠近万达广场）
知青之家,020-39030998,南沙区环市大道北儿童公园旁
锋生海鲜加工店,020-39002933/13650810780,南沙区南横村厚裕街55号（广州中国科学院工业技术研究院）
偶遇餐吧六拾享茶店,020-84915695/15920405804,南沙区鱼窝头富裕路农业银行后面
南沙一品轩,13556081511,南沙区港前大道南明记餐饮停车场直入80米
海兰咖啡坊(叠翠峰店),020-84973007,南沙区翠瑜街11号悠方叠翠峰商场47号111D-111E
榴芒恋上冰,020-86999536,南沙区兴业路阳光城市广场
乐思蛋糕,13725406123,南沙区麒龙中路10号
至尊比萨(东涌店),13694219118,南沙区南沙区东涌镇民康路5号楼首层104、105号
贡茶(百汇店),15622753297,南沙区东涌镇吉祥东路自编5号A32
南沙越秀喜来登中餐厅,020-39002288-59,南沙区海滨路蕉门公园南600米路东
鲜动力X?power,18825139252,南沙区培贤东路18号103（7号衣库往东兴二路方向前进50米）
渝宗签味串串火锅(万达店),15992455076/13380031050,南沙区双山大道3号243-244铺（万达金街2楼）
御寿坊寿司(东涌店),13229307834,南沙区东涌镇新濠街6号
潮悦牛肉馆,020-39911989/13689522365,南沙区环市大道西176号
"0距离闪现披萨,汉堡,皇茶",18718390036,南沙区黄阁镇麒龙东路54号
杨国福麻辣烫(金洲店),18078830750,南沙区惠康街8号（新地广场大门入口处）
粤臻轩?私厨,020-39005086,南沙区丰泽东路云山诗意
鱼痴川味鱼火锅(南沙店),020-39006786/13302229150,南沙区进港大道199号
徐其修凉茶(黄阁店),18602062248,南沙区麒龙中路41号
长沙农庄,020-84961786,南沙区长沙东街59号
东涌土灶柴火鱼,13503008949/18011869632,南沙区东涌镇东涌街5-7号（东涌医院后城管执法旁）
祥发酒家,13902381980,南沙区番禺大道鱼窝头马克村（高架桥旁）12-13号铺
糕大上?精致生日蛋糕连锁(南沙店),13924200996,南沙区大岗镇北流村北流路33号
小黑羊火锅,18023472216,南沙区南沙区海滨路
小时光寿司店,18028512646,南沙区南沙区繁繁盛路51号27铺（阳光城市广场后排星期8隔壁）
谷美陶创意饮品(大涌店),15812474836,南沙区大涌市场水果街11号
巴渝川菜馆,13535596468,南沙区进港大道北26号
同得美食,13316191756/13500220480,南沙区大岗镇潭州上村仙庙路口
我行我素OV,020-39393321,南沙区市南大道290号古格境界亲子广场街道内
香港星奇异千层蛋糕(太石店),13610081186,南沙区东涌镇太石村太南路自编八巷五街
九索新式麻辣烫,13728048846,南沙区大岗镇兴业路158号（阳光城市广场前排）
独舌小钓(太石店),13923213139,南沙区东涌镇太石村太南路标准工业园后门正对面
粤汕得佐大酒楼,020-39393633,南沙区南沙区珠电路3号
焙爱私房蛋糕(华汇广场店),13600024961,南沙区进港大道322号美福花园B栋1102
波波甜品店,13316259993,南沙区水香风情街党员活动中心1楼游客服务中心（即东涌敬老院对面）
巴黎天使连锁店(南沙店),13824429548,南沙区兴发二街14号（南沙影剧院北行50米）
美美心蛋糕,13724851848,南沙区亿裕街16号（南沙经济技术开发区金洲医院北）
逅海小情吧,15918706831,南沙区南沙区海熙大街
爱辣壹品串串香火锅(东涌店),020-39007767,南沙区吉祥东路6号A001中兴购物广场旁（肯德基斜对面）
海南羊庄,15811873806,南沙区环市大道金岭一横路（南沙城南门）
至尊牛一首牛杂,18028578861,南沙区进港大道华汇国际广场美食街
米兰西饼(南沙区店),13798075572,南沙区南沙区珠电路20号103铺
九王庙农庄,18688209083,南沙区港前大道南与英东大道交叉口西100米路北
琛之琳蛋糕店(板头店),13926469564/13537275716,南沙区金陵北路京兆五巷四号（海鑫便利店）
品香碳烤羊排,13538827871,南沙区南沙区进港大道华汇广场
樱桃蛋糕坊,020-34925182,南沙区东涌镇太石北街石基一巷2号
潮牛馆,13076888899,南沙区风信子一期停车场内（金州地铁站旁）
西餐酒廊甜品(南沙店),18520362326,南沙区亿裕街7号
地道重庆美食鲜贡串串香火锅,13710846287,南沙区进港大道255号四季荟风情街c09铺
典典的猫咖,19925794119/18342807716,南沙区双山大道万达公寓b1栋1822号（迪卡龙门口左边10米左右）
王小萨披萨,13922141926,南沙区板头四街18号
满口湘,18925166001,南沙区大岗镇环镇西路43号之1-2门店（二妹鱼庄城旁）
香味?(万达店),13829756983,南沙区金领南路236号（金天超市）
名城酒店,020-84942333,南沙区珠江西二路59-61-63号
兰兰香蛋糕店(飞沙角店),13829756983/13829720983,南沙区广隆村飞沙角南街9号（白云边烟酒附近）
天然居农庄,0757-22813182,南沙区顺横路与顺恒路三街交叉口
指尖奶茶,18928753990,南沙区万顷沙新垦大道32号
可汗部落(金岭北路店),18825152050,南沙区金岭北路238号102房
聚吧港式茶餐厅,13535537174,南沙区黄阁镇黄梅路134号101房
dl休闲餐饮吧(大岗店),18022347622,南沙区大岗镇兴业路38号、振兴路2号之12自编2号
达江黑豆花鱼,18620623823,南沙区万兴路20号
MISS F(芳小姐的店),13822181720,南沙区兴业路客家村镇北街1巷6号之2（达森广场旁边）
安荷面包蛋糕店,13046223842/13246852621,南沙区富佳北街5号101房
琛之琳蛋糕(东涌中心店),18898603518,南沙区东涌镇东兴二路
花园美食城,13431060098,南沙区双山大道板头市场对面
牛大侠?潮汕牛肉火锅?小龙虾,13129078667,南沙区南沙区莲丰路24号
勤家园生态农场,020-34901515,南沙区东涌镇东涌村蔬菜交易市场旁
星奇异,15011855647,南沙区南沙区海滨路
亮景农庄,18312031832,南沙区榄核镇新涌村鱼苗街100-2号
半格甜品店,18620784629,南沙区合惠路18号皇家花园
柒柒茶君,17621720219,南沙区豪岗大道105号5-5大岗豪景大厦底商
景胜农庄,020-39911899,南沙区南沙街港前大道芦湾村原下冲东海岸街之一
金湖农庄,13925090321,南沙区金洲裕兴花园内
粤潮味牛肉火锅店(时代长岛店),13560353993,南沙区南沙区358省道进港大道466号
南沙游艇会?西餐厅●泰餐厅,020-39078888,南沙区港前大道南5号（南沙游艇会内1，2楼）
锦记快餐店(大岗普盈市场店),020-39011080,南沙区工业路普盈市场9-11号商铺（A出口）
情味缘东北烧烤,18645887543,南沙区进港大道华汇广场富博食特色小镇51-52铺
宏轩海鲜酒家,020-39090983,南沙区南沙街道南横食街8-10号铺
重庆老火锅,13928506201,南沙区东涌镇太石村太南路42号（台湾贡茶隔壁）
凯涛精品湘菜,18933944458,南沙区东涌镇东兴二路10-1首层
大新粥城,020-39911788/18024525001,南沙区金岭北路174号
老成都丰盛川菜馆,020-84902970,南沙区市南公路东涌段246-252号
泰记餐饮农家菜(枫林美食街店),13824407997,南沙区岭南路裕豪公寓南行50米路西
传味?潮溪牛肉店(进港大道店),020-39393739,南沙区南沙区358省道进港大道129号
南沙花园酒店?桃园馆中餐厅,020-32108888,南沙区大角二路1号南沙花园酒店一楼、二楼
御品沙锅粥,15014595110,南沙区南沙街金岭北路117.179号101房
东北饺子馆,13928885771,南沙区鱼窝头大道与同兴路交叉口东60米
河畔餐厅,13694229143,南沙区东涌镇万洲回环路26号睿远包装材料科技有限公司万洲桥北桥底旁
淼福猪肚鸡(旧镇店),13533630062,南沙区南沙街道珠江中路21号
港湾豫品饭店,18137640777,南沙区金岭南路362号大涌商业城C19号
初味美食,18022371776,南沙区东涌镇吉祥围南街43号之4（墟场夜宵广场麒丰园隔壁）
绿港农庄,13710361939,南沙区南沙港快速绿道农场向北500米
琛之琳蛋糕(东涌店),13822202562/13471495271,南沙区南沙区东涌镇大同村盛稻市场经营管理有限公司65号铺附近
非常烧鸡店,13724844611/13822137798,南沙区厚伦街20号（南沙资讯科技园地标）
竹道中餐厅,13794449498,南沙区大岗镇兴业路78号之1大岗镇派出所对面
炭鱼者烤鱼(黄阁店),13168306045,南沙区黄阁大道南麒麟广场5号楼0405铺
royaltea皇茶(鱼窝头店),13318862096,南沙区富裕路33号路南
谷田稻香(南沙万达店),020-31155122,南沙区环市大道中与双山大道交汇处南沙万达广场3010铺
Oc蛋糕烘焙定制,13026886215,南沙区广场路221号数码花园
花木苑餐饮,020-39098382,南沙区花之月花木场101-107铺
大别山吊锅农家菜,17336048179/13662501235,南沙区南沙区东涌镇太石村太南路自编40-1（标准工业园后门斜对面）
912寿司饮品店,15919619739,南沙区南沙街岭南路27号首层
星知海农庄,13071336316,南沙区人民村人绿路31号（近星海大道）
巡逻猫私厨(金州店),020-39006066,南沙区富佳东街华汇广场冬瓜宇美食街（7天酒店旁）
食尚湘味,020-39392926/19928494456,南沙区黄梅路黄阁镇湖田14排1号201
东巢音乐吧,13302252093,南沙区工业路4号A座4楼
顺湘缘,13302280638,南沙区大岗镇豪岗大道35号（顺牛饮食）
饮得爽茶饮店,13617853077,南沙区塘坑村诚惠百货旁
百度烤吧,15521160734,南沙区双山大道板头市场
泽轩音乐烧烤吧,17620700032,南沙区海熙大街35号
蒸能量,13826153235,南沙区金洲商业街裕兴花园内32号楼旁（33号楼后面）
阿刀牛肉店,13611409900,南沙区富佳北街28号
喜芝燕(燕窝，灵芝茶)(南沙旗舰店),18218886321,南沙区南沙区云山诗意风情商业街
双?餐厅,18718847988,南沙区万顷沙镇十四涌新垦大道100号
兄弟川粤菜馆,020-39008803/13798125668,南沙区大岗镇兴业路23号自编K27-K28号
可爱雪,13712845761,南沙区双山大道万达广场金街C4-103号
汤遇四季原盅炖汤(甜品、小吃),13692592668,南沙区富佳南街115号
雅园海鲜农庄,13512730780,南沙区东涌镇1501国道南涌河堤水闸旁
森悦休闲餐吧,18102797311,南沙区东涌镇简太路30号之一107、108号
依山小厨,020-31158569/13450471088,南沙区裕兴花园32栋107号
浪漫西点,15989233326,南沙区丰泽东路云山诗意风情街7号（南粤银行 附近）
钰鼎园(南沙逅海店),18898492506,南沙区海熙大街30号南沙滨海花园五期2-11栋C区113房
蜀味鱼坊(正宗川菜),13533009646,南沙区南沙街进港大道103房东站路口第叁肆格
水闸农庄,13710413130,南沙区沙场路坦尾水闸旁
麦窝烘焙坊,17702036680,南沙区南沙区万达广场B4栋519
鹿野茶事,13610184534,南沙区南沙区富佳南街进港大道129号
四海香厨酒楼,18922762152,南沙区金岭南路
绝味鸭脖,18565530110,南沙区东兴二路133号（大润发对面）
荔枝生产基地,13160802213,南沙区港前大道北南沙高尔夫球场内
广州秋焱餐饮有限公司,18926697612,南沙区大同村长安上街26号
龙卷风寿司扒饭(东涌分店),15920561005/18122200098,南沙区东涌镇东兴二路东信园一街24号101
顶正?小?子?浏阳蒸菜,020-39910958/39050828,南沙区板头五街7号
蜀味坊,13728006001,南沙区双山大道滨海隽城商业广场南侧1楼底商
好运来湘粤馆,020-84954486,南沙区万环西路植之元公司西线十涌桥头
尝品渔?,020-39002939/15113826848,南沙区海港大道中间红绿灯处即南横村厚裕街156号
炬华私厨餐厅,020-39992136/13533895672,南沙区珠江街新兴路25号（新兴社区）
川一签串串香,13981356505,南沙区进港大道华汇广场富博美食广场
肯德基(今洲广场店),020-39091179,南沙区进港大道与金沙路交汇处今洲广场首层
肯德基(华汇广场店),020-31156371,南沙区南沙经济技术开发区进港大道华汇国际广场首层
必胜客(华汇广场店),020-31154123,南沙区近郊进港大道4号华汇国际广场首层（南沙碧桂园对面）
肯德基(东涌店),020-34913157,南沙区番禺东涌镇吉祥围
必胜客(南沙万达店),020-39012954,南沙区双山大道3号南沙万达广场1楼2号门
鼎湖山泉(南沙店),020-89114757/18929574099,南沙区南沙街进港路皇家花园银川街29号铺
肯德基(南沙万达店),020-39012407,南沙区双山大道3号万达广场1002号肯德基
汉堡王(金沙路店),020-39002942,南沙区南沙街金沙路西侧星河盛世星河COCOGo购物中心一楼L1C-010、012；L1S-049号
怡宝(长江水店),13725159010,南沙区太石村朗晴工业园2号铺
长沙口味蛇飘香烤鱼石锅鱼,18922359794,南沙区华汇广场富博美食城
李记原味大碗粥,13530021543,南沙区板头二街19号
麦的好烘焙店,18922430218,南沙区金隆路碧桂园豪庭豪情六街01号108号
忆茶,15089711594,南沙区万兴路1-2号（多多文具店旁边）
勇记美食坊,15889851693,南沙区南沙大涌华盛隆生活超市后面的夜宵场
花园海鲜餐厅(天后宫店),15913148588/15989025588,南沙区港前大道南浦洲花园自编A2
琛之琳蛋糕(金茂湾店),18898603518,南沙区南沙区金茂西一街4号附近
港岛记?香港叉烧饭(南沙店),13987588015,南沙区南沙区南沙万达广场自编c4栋120铺
嘉渔苑拓展基地,020-29879940/18613132923,南沙区市南路东涌段4号
江湖笑?小龙虾(南沙万达店),18664875580,南沙区南沙区双山大道c1-121（赵记传承对面）
宜宾食府,18565239908,"南沙区简太路48号,太石小学斜对面"
爱上烤鱼,18520455510,南沙区裕兴花园19号楼41?44号铺，好又多超市旁大道往中兴超市方向50米
堡滋味汉堡、炸鸡、茶饮(鱼窝头店),13570468081,南沙区东涌镇鱼窝头同康路17号
丰味源,17688444811,南沙区双山大道板头市场花园美食城旁边
豫膳家宴,020-39391319,南沙区富佳北街39号
郭小希烘焙,13660419483,南沙区榄核镇蔡新路449号
南沙花园酒店?烤吧,020-32108888,南沙区大角二路1号南沙花园酒店二楼
渝东川菜馆,020-84988657,南沙区兴发大街13号
强盛酒家,020-84936464,南沙区人民路22号（近长提食街）
老丁家川菜馆,020-34901366,南沙区鱼窝头大道46号
杨国福麻辣烫(南沙万达店),020-39012491/18816899403,南沙区环市大道中长沙银行南50米
至尊比萨(南沙店),13822214419,南沙区碧桂园豪庭豪晴六街11号104房
?眼炸猪肉,13929570448,南沙区环镇西路44号之2
沙县小吃木桶饭,18520615469/18218355933,南沙区丰庭花园北街9号之四
娴记私房甜品屋,18022316088/18022316066,南沙区大岗镇兴业路38号振兴路2号
川粤食空,18802080607,南沙区工业四路111号
酷时代,18818881848/13168886609,南沙区番禺南村镇万达广场3号门马路对面
沁园茶餐厅,020-29076308,南沙区大岗镇兴业路38号，振兴路2号之8-2
初见,13570493311,南沙区东涌镇祥福街路口旁东涌公园后面
小云寿司(榄核店),15099959197,南沙区榄核镇数码花园245铺
TATA coffee shop,18677503987,南沙区惠盛街24号
蟹听风(万达广场店),020-34669127,南沙区双山大道3号万达广场室内步行街3层
?乐拼茶饮店,13924101982,南沙区兴业路94号首层之二号铺
8090鲜萃茶(太石店),13660224280,南沙区东涌镇太南路481号自编B1-003和B1-003A
巴蜀布衣,13925175699,南沙区南沙街道明珠农贸市场内
多滋仕,020-39006672,南沙区南沙街环市大道南诚惠百货
粥滋道时尚自助粥底火锅(鱼窝头分店),13902883325,南沙区鱼窝头镇夜宵广场东二号
?升烧烤石磨客家肠粉,13570275653,南沙区亿裕街35号1楼
老根儿湘渝东北融合菜,13002015983,南沙区东涌镇太石工业区博盈工业园二楼老根儿湘渝东北融合菜
欢喜美食,18637934109,南沙区珠江一路44号101铺
粥道肠粉,13928771685/17502082401,南沙区双山大道广丰路1号
黑白电视老长沙吃货铺(南沙万达店),15759252089,南沙区双山大道万达广场3楼
大师兄 肉夹馍?陕西面馆(南沙万达广场店),13902204124,南沙区南沙区双山大道万达广场3楼3033
尚品轩小笼包,18871058812,南沙区祈丰路
串友记老成都串串火锅,18520084396,南沙区海滨路万达广场金街183号131铺
锦膳蹄花,13763386604,南沙区简太路30号
潮饮实验室,15920357573,南沙区海滨路万达金街二楼B6-207号
滇水缘特色米线,13430252484,南沙区黄阁镇麒麟一街2号111房
虾皇(南沙店),13211190927/13714846283,南沙区南沙区裕顺街31号
牛得起,13822209593,南沙区珠电路8号B08铺
美一鲜(南沙店),18826695444/18588859012,南沙区泽悦一街7号101房
觅辣耗儿鱼?深海鱼火锅,020-39011187,南沙区东涌镇简太路30号
青春悦南沙,020-84680123/18926181769,南沙区金岭北路合成工业区三排六号
维也纳酒店(广州南沙金洲店),020-39051888/18926180207,南沙区金洲金岭北路101号（近金洲地铁站、万达广场）
OYO?凯瑞思大酒店,020-34686988,南沙区金岭北路193-197号
枫林宾馆(塘坑地铁站店),020-39099919,南沙区江南路125号（华莱士斜对面）
Vanna国际公寓,020-39002898/18026211284,南沙区金隆路保利绿地大都汇7-4栋110号
广州海力花园酒店,020-39088222,南沙区南沙经济技术开发区进港大道557号（碧桂园天玺湾旁）
金莎大酒店,020-39098788/31158788,南沙区金岭南路441-443号（原鸿兴酒店）
笆笆拉酒店(大岗店),020-34988399/17701982202,南沙区大岗镇兴业路23号
骏怡连锁酒店(广州南沙金洲店),020-31151888,南沙区金岭北路93号（中国银行旁）
新垦宾馆,020-84523888,南沙区万顷沙镇新垦大道89号
逸景时尚公寓(广州南沙万达广场店),020-31155060/18027279560,南沙区海滨路万达广场B3栋9楼（近蕉门河，3号门万达停车场旁）
富尔豪斯国际公寓(金洲万达店),020-22633631/18520140617,南沙区环市大道中万达广场B6栋814房（电信旁）
广州南沙奥园酒店,020-39068888,南沙区珠江东路269号（近珠江东路）
骏福宾馆(黄阁店),020-39009333,南沙区黄阁镇黄梅路118号
7?公寓,13539999663/13925168327,南沙区万顷沙镇珠江东二路21号
馨之家国际公寓(南沙万达广场店),020-28178209/13902257010,南沙区双山大道3号万达广场B1栋9楼916室
南沙大酒店,020-39308888,南沙区海滨新城商贸大道南二路1号（南沙天后宫旁，地铁四号线南沙客运港站F出口）
OYO?金福酒店,020-39189027,南沙区大岗镇豪岗社区环镇西路36号
广州花之恋城堡酒店,020-39919666,南沙区万顷沙镇新垦15涌
友鑫公寓,13352852253,南沙区新垦大道112号
时代商务宾馆,020-84989002,南沙区南沙街江南路120号（塘坑地铁附近）
隆晖酒店,020-39059628,南沙区龙穴岛启航中路龙城商业中心（近广船国际，文冲船坞）
南鸿澳斯特酒店,020-36019888,南沙区兴业路1号
