店铺名称,联系电话,详细地址
帝王花艺(石花坊鲜花联盟),400-690-7520,长安区西大街103号
竹园婚庆鲜花(缔景城店),13111503556/15333118900,桥西区河北省石家庄市桥西区工农路138号汽车二队宿舍2单元101室
米兰鲜花,18031108452,裕华区兴苑街66号核四院7-2-401
花意鲜花馆,0311-88844844/13739773998/17731199021,裕华区槐安路与富强大街交叉口西南角怀特花鸟鱼虫城4-4012B
小清新花苑(广安大街店),18132046655,长安区广安大街与谈南路交叉口西南50米
如愿鲜花,15132108590,桥西区红旗大街振岗路口178号驿家365连锁酒店一层电梯拐角处
花入心菲(新乐丹宁花艺店),17330079140,新乐市中心城区新开西路南侧88号（爱尚附近）
天使鲜花,13014351892,裕华区槐安路与雅清街交口南行100米路西
弗洛花园(新百店),15932695178,新华区民族路78号
韦爵爷花艺馆,15613149151,长安区谈固北大街与北宋路交口东行200米路北
馨菲花坊(勒泰店),15075106313/13393040281,长安区庄里街4号
浅茉花艺(蓝山国际店),15632151651,裕华区建华南大街蓝山国际B座
姐妹花店,13463858009/15032616636,辛集市建设街与西华路交叉口东南角花鸟鱼虫市场
艳艳的花店,18931869005,新华区中华大街与和平路交口西行300米路北
馨缘(田园花艺桥西店),15603111372,桥西区工农路和中华南大街十字路口东150米路南（宝德商务正对面）
野谷花艺工作室,18633050504,裕华区万达广场1号公寓2219
馨缘(世纪花坊),15512183997,裕华区东岗路75号
齐齐鲜花店,18032203681,桥西区石家庄桥西区建胜路19号
花样年花花店,15833979918,裕华区槐中路与谈固南大街交叉口西行150米路北
香满园鲜花连锁店(一生有你),4008705670,桥西区广平街与平星路交叉口东50米
天马座花艺(西里店),400-865-8182,桥西区中山西路316号
花尚鲜花(和平西路1店),400-678-7253,新华区和平西路144号
爱情草鲜花店,13596195276,长安区人防商场A区130号
TA的花店(怀特商业广场店),18703316513/15176825568,裕华区槐安东路105号怀特商业广场风情街B044
裕华上弦月鲜花馆,15931097869,裕华区青园街374号
美尚美鲜花(爱尚花艺),15231125998/15128113012,辛集市安定大街与文昌路交口东行60米路南
维纳斯鲜花坊,18633845845,新华区联盟路69号柏林怡园西侧底商11号商铺
新华眼镜店,0311-84922598,柏林禅寺南大街12号
如花鲜花(人民公园店),400-052-0522,晋州市东胜街16号
珍爱鲜花坊(忘忧草花店),400-030-8978,长安区平安北大街34号
小时光鲜花连锁(喜之缘鲜花店),13784376136,建设南路8号
玫瑰之约(百合鲜花店),18606352406,桥西区杨桥红星路在水一方斜对面
鲜花花语传情(情语花舍),15531173556,桥西区石铜路与南二环交叉口（西三教花卉市场）
花赞鲜花(正定店),15630468010,正定县恒山西路32号
爱丽丝花坊(新乐市丹宁花艺店),15511826271,新乐市中心城区新开路南侧88号
花语庭鲜花花艺,19931142313,长安区金山街与北宋路交叉口南行40米路西（万达广场北100米）
沙蔷花坊,18732101391,新华区卓达上河原著30栋2单元302
YOURS 有意思的花(先天下店),19933035681/19933035971,长安区中山东路北国先天下商场四层东南角（第七天摄影）
丽阳鲜花(空中花园店),13373133652/13722350765,裕华区翟营南大街386号
安娜花艺flower(长安店),13312892487,长安区育才街88号（蓝地怡园1号楼501）
安娜花艺flower(桥西店),13312892487,桥西区中山东路176号新京大厦5楼501房鲜花工作室
浅茉花艺(天山海世界店),15632151651/19933038750,裕华区长江大道天山海世界2层
小时光鲜花,18031108452,桥西区槐安路卓达中苑商务大厦底商
裕华千红鲜花店,17367782907,裕华区东豪海鲜市场花卉厅13号商位裕华千红鲜花店
Dufy's Flora 自然风格花艺,18533712620,裕华区翟营大街482号春天广场艾品牛排一楼（空中花园商圈）
爱慕鲜花(静花园鲜花),18630163089,桥西区中山西路369号（中山西路与水产街交口东行50米路北）
绿野仙踪鲜花,15632352235,桥西区新石中路170号钻石公寓底商
芊芊花艺鲜花店,13483181748,裕华区翟营南大街和东岗路交叉口北20米路东
两生花花坊(惊喜花店),400-827-7726,新华区友谊北大街工商银行前480米
珍爱鲜花坊(花无缺花店),4000308978,新华区和平西路152号
小时光鲜花连锁(花之恋花艺),15033111748,长安区翟营大街与欲华路口
珍爱鲜花坊(临平名卉花店),400-030-8978,新华区泰华街107号
珍爱鲜花坊(色彩鲜花),400-030-8978,长安区谈南路107号汇景家园
指尖花开鲜花连锁(麦子花艺),17731100299,长安区东大街9号
珍爱鲜花坊(弘韵花艺行),400-030-8978,桥西区工农路557号
珍爱鲜花坊(月亮河花艺),400-030-8978,新乐市中心城区附中对面
相恋鲜花(783店),0311-83055682/13933813561,桥西区工农路499号（工农路与友谊大街交口）
心语花坊(二号店),0311-87699008,裕华区翟营南大街与东岗路交叉口春天广场
玫瑰花坊,17788219497,近郊西三环路碧水蓝湾8栋
左花(722店),13284476955,桥西区三简路321号
洵美鲜花店,18233136579,桥西区建胜路7号44栋3单元102号
蜜海花艺,18503253107,桥西区裕华路与苑西街交叉口北行20米路西东胜紫御府西区底商
琳扬花坊,15230199088,长安区建华北大街与北宋路交口中恒大厦一楼底商
管管鲜花(联盟路店),13315143327/13582296393,新华区联盟路481号
沙蔷花坊,18732101391,长安区中华大街与中山路交口北行100米金圆大厦C座
财贸眼镜(乐汇城店),0311-67669855,桥西区石家庄长安区中山东路11号乐汇城B-25商铺
山丘花坊,13933130075,长安区石纺路18号
喜时光(豪豪鲜花坊),13933889196,长安区翟营北大街11-4号
鼎卉鲜花(七彩花艺生活馆),13784408896,桥西区中山东路与建设北大街交叉口北国商城
赵煜鲜花店,13731084081/15830107632,长安区青园街101号附近
莫斯莫卡鲜花礼品专卖店(乾荣商业街店),400-055-5990,开发区学院路32号
爱时尚花店(世纪方舟店),15532931963,长安区广安街89号802室
99花坊,15232128311,桥西区平安大街69号（近槐中路）
左花1981店,18630163089,桥西区中山西路369号
聚宝林花店,15227118660,长安区107国道与学府路交叉口柳林铺北城花卉市场C区1号
北京蜂业(鹿泉店),15630115562,近郊新凯路奇石花园
常春藤鲜花(西里店),13803330522,桥西区长青与西里街交口西里花鸟鱼虫市场
梦兰鲜花(石花坊鲜花联盟),400-690-7520,裕华区富强大街82号
归来鲜花店(石花坊鲜花联盟店),4006907520,长安区广安大街18号（官鲤大厦底商）
香浓花情(恋上花屋店),400-897-8769/18770396256,桥西区中山东路50号
近藤花艺(莎莎花店),400-857-7720,桥西区友谊北大街工商银行前180米
香浓花情(花语轩店),400-897-8769/18770396256,辛集市建设东大街76号
香浓花情(love鲜花店),400-897-8769/18770396256,柏林禅寺永通路28号
香浓花情(邂逅花艺店),400-897-8769/18770396256,桥西区维明南大街29号
美伦美奂鲜花店(益友店),18631111229,桥西区友谊南大街与裕华西路交口益友百货东广场
吾爱鲜花(纯粹花店),400-857-7720,正定县中山东路43号
吾爱鲜花(美丽花天使店),400-857-7720,辛集市教育路28号
近藤花艺(邂逅花艺),4008577720,桥西区平北人字街90号
香浓花情(情深花苑店),400-897-8769/18770396256,桥西区槐安东路22号
香浓花情(似锦花坊),4008978769/18770396256,藁城区市府东路126号
香浓花情(似锦花坊店),400-897-8769/18770396256,近郊槐阳路38号
近藤花艺(有间花坊),4008577720,长安区西大街农业银行前50米
吾爱鲜花(花香花店),400-857-7720,长安区义南路39号
玫瑰花香花艺(石花坊鲜花联盟),4006907520,长安区中山东路裕彤1楼底商
吾爱鲜花(心语花店),400-857-7720,裕华区槐安东路87号
吾爱鲜花(舞儿花店),400-857-7720,辛集市建设东大街28号
香浓花情(女人花店),400-897-8769/18770396256,长安区义南路90号
吾爱鲜花(黄良好花店),4008577720,近郊府东路26号（深泽县投资促进局旁）
吾爱鲜花(花开七分店),400-857-7720,开发区湘江道38号
近藤花艺(似锦花坊),400-857-7720,藁城区市府东路126号
吾爱鲜花(花季店),400-857-7720,新华区友谊北大街272号
香浓花情(似锦花坊店),400-897-8769/18770396256,新华区公里街28号
吾爱鲜花(真心花店),400-857-7720,桥西区维明南大街56号
吾爱鲜花(瑞语花店),400-857-7720,新华区公里街28号
近藤花艺,400-857-7720,裕华区裕华东路江山花园119号
阳光花卉(今生缘),400-827-4788,新华区泰华接461号
花样年华(好好女人店),400-897-8769,藁城区府东路22号
阳光花卉(百花屋),4008274788,新华区合作路33号
花样年华(似锦花坊店),400-897-8769,辛集市教育路29号
阳光花卉(胭脂语花屋店),400-827-4788,长安区西大街51号
阳光花卉(忆花花店),400-827-4788,新华区友谊北大街工商银行前670米
花样年华(花语轩店),400-897-8769,近郊槐阳路38号
阳光花卉(蝴蝶翩翩),4008274788,新华区新合街16号
两生花花坊(邂逅花坊),400-827-7726,新华区红星街57号
阳光花卉(缘缘来店),400-827-4788,裕华区塔南路664号
香浓花情(思语花艺),400-897-8769,桥西区裕华东路22号镇府
阳光花卉(花来香),4008274788,新华区教育路653号
花样年华(邂逅花艺店),4008978769,裕华区槐安东路22号
花样年华(羽思花艺店),400-897-8769,新华区公里街28号
阳光花卉(喜语花坊),400-827-4788,桥西区平北人字街00号
阳光花卉(花艺仙),400-827-4788,裕华区东路江山花园660号
阳光花卉(千草花艺),400-827-4788,长安区育才街653号
阳光花卉,400-827-4788,桥西区中山西路解放广场60号
香浓花情(羽思花艺),400-897-8769,裕华区裕华东路江山花园119号
阳光花卉(百汇园花行),400-827-4788,桥西区红旗大街44号
香浓花情(莎莎花店),400-897-8769,长安区友谊北大街工商银行前180米
两生花花坊(雨诗花艺店),400-827-7726,裕华区东路江山花园449号
香浓花情(花仙子),400-827-7726,新华区中山西路解放广场19号
花样年华(有间花坊店),400-897-8769,柏林禅寺永通路28号
亦心花艺,400-965-9520,桥西区维明大街
阳光花卉(花满苑),400-827-4788,桥西区裕华东路35号
阳光花卉(温馨花艺),400-827-4788,裕华区仓丰路644号
两生花花坊(yiyi花坊店),400-827-7726,桥西区裕华东路22号
两生花花坊(香奈儿花店),4008277726,藁城区府东路426号
两生花花坊(赫赫花店),400-827-7726,长安区长安大街420号
阳光花卉(沁心花艺),400-827-4788,藁城区府东路693号
阳光花卉(邮政花店),400-827-4788,裕华区东港路71号
香浓花情(邂逅花艺),400-897-8769,桥西区平北人字街90号
两生花花坊(紫嫣花店),4008277726,长安区西大街农业银行前50米
阳光花卉(花雨轩),400-827-4788,长安区西大街农业银行前80米
阳光花卉(玫瑰之怜花店),400-827-4788,桥西区新石南路13号
阳光花卉(紫轩花店),4008274788,裕华区青园街635号
香浓花情(好好女人),400-897-8769,近郊自强路118号
阳光花卉(花卉时节),400-827-4788,桥西区良中路43号
花样年华?情深花苑店,4008978769,长安区义南路90号
阳光花卉(花颜悄语),400-827-4788,桥西区大街72号
两生花花坊(悦悦花店),400-827-7726,桥西区平北人字街90号
近藤花艺(yiyi花坊店),400-827-7726,桥西区裕华东路22号镇府
两生花花坊(花农小苏打店),400-827-7726,长安区长安大街452号
阳光花卉(情意花店),400-827-4788,裕华区富强大街15号
香浓花情(情深花苑),400-897-8769,辛集市教育路176号
香浓花情(女人花),400-897-8769,近郊城人民路338号
花样年华(女人花店),4008978769,桥西区建设东大街36号
馨缘鲜花连锁(阿英花艺),15032108915,长安区中山东路803号
恋上鲜花(403店),13081105263,长安区建华南大街95号
指尖花开鲜花连锁,13333387992/18931106392,裕华区翟营大街与东岗路交叉口东行60米路南
花尚鲜花(西大街店),400-678-7253,长安区西大街133号
花尚鲜花(育才街店),400-678-7253,新乐市中心城区育才街46号（育才街与新开路交叉口名都家园）
常春藤鲜花婚礼策划,0311-80711339,裕华区东岗路148号（西美五洲、藏龙福地）
指尖花开鲜花连锁(喜之缘鲜花店),13784376136,城剧场新光大厦一楼
指尖花开鲜花连锁(田园花艺桥西店),13930183191,桥西区工农路和中华大街十字路口东200米路南
恋人鲜花(倾倾花店),400-036-5920,长安区广安街36号
花海花店,13722784827,新华区华海汽车修理厂（友谊北大街东）
左花730店,18632119397,桥西区维明南大街与槐安路交叉口南行200米路西恒大华府东门北侧底商106号
爱之裳鲜花(城角街店),400-969-1299,桥西区城角街与新石中路交叉口南行20米路西
8090后鲜花,15932695178,裕华区谈固南大街与槐中路交口北行50米路东（槐中路工商银行北行50米路东）
左花(724店),13933141379,裕华区槐安东路135号（槐安东路和翟营大街交叉口东行20米路北）
左花(1235店),13102807528,新华区泰华街83号
左花731店,18631111229,桥西区中山西路357号（泰华街南口路西）
绿韵花艺鲜花店(怀特店),400-870-0900,裕华区富强大街与槐中路交叉口南行100米路西怀特商业街057号
绿韵花艺鲜花店(玉城西大街),400-870-0900,近郊玉城西大街79号南市场北口
左花1236店,13032663860,新华区中山西路357号
爱恋鲜花(唯美鲜花婚庆),13363113671,新华区西二环合作路496号
晚秋花艺(墨兰园??),400-112-7677/400-035-5597,近郊新开大街（北）17号
晚秋花艺(吉日花卉),400-112-7677/400-035-5597,长安区中山东路裕彤1楼底商
晚秋花艺(花烟巧雨?),400-112-7677/400-035-5597,影剧院驿里街北头
爱恋鲜花(义乌花艺轩鲜花店),18757859064,新华区柳青路2058号
晚秋花艺(花之依),400-112-7677/400-035-5597,长安区石纺路16号
爱恋鲜花(石家庄富强大街店),15533966706,长安区中山东路
晚秋花艺(诗韵花坊?),400-112-7677/400-035-5597,近郊城蟠龙路与中央大街交叉口
晚秋花艺(百花缘),400-112-7677/400-035-5597,桥西区平安南大街裕华路交叉口北行500米
晚秋花艺(情感驿站),400-112-7677/400-035-5597,新华区中华北大街古城西路肖家营花卉基地
花都鲜花批发(石铜路店),13091023539/15176929987,桥西区石铜路与南二环交叉口南行100米路西（西三教花卉市场院内）
绿韵花艺鲜花店(体育大街店),400-870-0900,裕华区槐安路与体育大街交口西南角
爱恋鲜花(梦梵花艺),18233111973,长安区建华北大街136号
如花鲜花,18932721196,新华区宁安路与永泰中街交叉口南行20米路西
花西拾?鲜花工坊,15932698013,桥西区城角街南区77号（和平医院）
爱恋鲜花(天天鲜花二店),15133126652,裕华区建华南大街与槐岭路交口西行200米路北
爱恋鲜花(爱上鲜花石家庄店),18231129174,新华区青年街
花冠鲜花(石家庄圣托里鲜花),17731126850,长安区建设大街与中山路交口西行
绿韵花艺鲜花(恒山路店),400-870-0900,正定县恒山路32号（正定镇中学南门西行200米路北）
俪缘鲜花,15931418016,裕华区建华南大街与裕泰路交口西行50米路南
绿韵花田鲜花店(向阳街店),400-870-0900,晋州市向阳街88号（真爱新娘旁）
埃菲尔花艺(北国益庄店),17633205277/15176988585,长安区胜利北街与桃园路交叉口东北角庄窠小区26栋1单元202
绿韵花艺鲜花店(柳辛庄店),400-870-0900,长安区柳辛庄菜市场25号摊位
明亮视光(保利广场店),15533110898/18633003010,长安区体育北大街191号保利广场1层1016B（一号门内左边第二家）
罗曼尼鲜花(希尔顿店413店),17333934363,长安区中山路与广安街交口西100米路北
真情鲜花(健康路店),13803157006,长安区健康路33号长安公园对面
琳曼鲜花批发,18931161156,桥西区汇通路30号（长宏大厦东南门旁）
沙蔷花坊,18732101391,新华区友谊北大街东方花园商务中心
玫瑰之约(一花一沐花坊),18931895419,长安区北宋路瑞城小区F2-106号
八度花房,18713190626,裕华区体育南大街维多利亚海德园底商3-21
爱丽丝鲜花,15027701822,裕华区建华大街东岗路108号
爱丽丝鲜花,15630179055,长安区平安北大街与胜利北街交口荣景园底商
依朵花艺,15032853630,裕华区南二环东路20号
花儿吧(嘉和店),15175119521,长安区谈固大街与中山路交叉口西北角嘉和广场一层
坦尼克花艺,18533119156,裕华区翟营大街与塔北路交叉口
安娜花艺flower(时代公馆店),13312892487,桥西区红旗大街与汇丰路交叉口西行200米路北时代公馆5楼501房
安娜花艺flower(裕华店),13312892487,裕华区建华南大街245号万达广场写字楼B座5楼501室
朵朵花开(众美店),18931132626,裕华区建华南大街众美商务公馆B座1楼
馨菲花坊(万象店),15075106313,桥西区中华大街与中山路交叉口华润万象城底商
涟漪鲜花,0311-88861221,长安区石家庄长安区北城国际C区8号楼1单元903
花蕾涟漪鲜花,17631999981,长安区北二环与东二环交叉口秋景怡园3号楼四单元101
拾趣花坊,17831106605,长安区高营大街
馨缘?春泥花艺,13230139002,桥西区建国路和西二环交口西行50米路南（脆脆香驴肉火烧旁）
定风波花艺,15833906591/15127148652,长安区红旗大街安联新青年广场
爱韵鲜花婚庆(爱韵鲜花(大马庄园店)),13383317107,裕华区谈固东街196号
茉契植物美学花室,17778229799,新华区石家庄新华区景源街6号天河悦城
花漫鲜花派对,17731100299/13653316821,长安区石家庄长安区东大街长安区东大街7号
花惜缘花坊(晋中店),19925446491,晋州市榆次区正太路165号
江南花镇(北国店),18031194664,长安区建设北大街富邦大厦西门东侧
苏迪鲜花店(勒泰店),18733120899,长安区中山路与栗康街交口精彩无限26号商铺
爱恋鲜花(弥爱鲜花),13331376026,长安区翟营北大街11-4号
魔束鲜花(新华店),400-999-4405,新华区水源街38号
魔束鲜花(桥东店),400-999-4405,桥西区中山东路59号
玫瑰花语(娜娜鲜花婚庆),0311-66032327/15931115030,桥西区红旗大街与新石北路交叉口西行10米路北
蓝精灵花坊(北国店),15231110302,桥西区如意大厦1318
阳光花卉(如意花店),400-827-4788,新华区虹光街50号
指尖花开鲜花连锁(惜缘鲜花店),13081020405,桥西区工农路499号
小时光鲜花连锁(伊笑鲜花),15003311009,桥西区友谊大街槐安路交口南行100米路西
和美鲜花(格林童话花店婚庆),15533966705,裕华区青园街和槐北路交口东行200米
小鱼气球鲜花,15833113689,长安区和平东路自由港日座18A08室（荣景园）
花赞鲜花,18231192049,晋州市朝阳路21号（朝阳南区南门东）
花花世界,18932721196,裕华区建通街与石栾路交口南80米路东
雅诗花艺婚庆,13733315739,新华区中山西路银座商城二楼
鲜花花艺,13472182669/13623218698,槐泉西路中国工商银行西邻
?城区植趣花卉店,18932903219,藁城区?城区廉州镇城子村前进路东20号
和真眼镜,13930444088,新华区田家庄街西北汇商业街1-8号（永辉超市）
向阳花花艺生活馆,18633818813,新华区北荣街53号
朵朵鲜花店,13903118179,裕华区湘江道26号石家庄学院北校区南门斜对过九色红网吧1楼
莫斯莫卡鲜花礼品专卖店(人名广场店),400-055-5990,藁城区廉州东路52号
莫斯莫卡鲜花礼品专卖店(人民医院店),400-055-5990,藁城区府东路693号
爱时尚花店(元南小区分店),13231123921,桥西区平安大街元南小区5号楼
爱时尚花店(北杜花园店),13231123921,桥西区时光街北杜花园
爱时尚花店(化炭局小区分店),13231123921,新华区朝霞街化炭局小区3号楼一层
爱时尚花店(东王丁科苑店),13231123921,裕华区体育大街东王丁科苑11号楼
爱时尚花店(园东园店),13231123921,长安区园东园小区2号楼
新华眼镜店,0311-82998824/15530122884,近郊玉城大街财政局西北50米
晨季花艺坊,15630139837,裕华区谈固大街东岗路交口东豪花卉市场鲜花2号
茜茜鲜花,15032843118,裕华区槐中路与煤机街交叉口北50米
88鲜花,18031831290,桥西区广平街西三教东南区五段三排三号
?山花艺(上东店),13930425253,长安区石家庄长安区翟营北大街与跃进路交叉口
爱尚眼镜,0311-83816244,桥西区红旗大街法商学院南邻100米爱尚眼镜
沐阳花港鲜花婚典,0311-88888908/88888906,长安区北城国际底商a区丰收路与沿西街交口北行五十米路东
翰香鲜花婚庆,13582004115,长安区裕华路和谈固南大街交叉口东北角
新华眼镜(行唐一分店),0311-82998824,近郊幸福北路与龙州西大街交叉口东南50米
爱时尚花店,15532931963,新华区石药第二生活区2栋
爱时尚花店,13231123921,裕华区塔南路玫瑰湾小区内
爱时尚花店(西里小区分店),13231123921,桥西区西里小区康泰园8栋
爱时尚花店(维多利亚小区店),13231123921,桥西区中山西路与友谊南大街交叉口南60米路西
爱时尚花店(维多利亚小区店),15532931963,裕华区体育南大街维多利亚小区11栋
勿忘我婚庆花艺(豹式鲜花店),13780205516,长安区中山路和建华大街交叉口南行500米路西
爱时尚花店,13231123921,桥西区元北小区6号楼
爱时尚花店,13231123921,桥西区银宏小区4栋
花池,13933889196,正定县华府名邸4号楼娇娇鲜花私人订制
新华眼镜(泰华街店),18033786666,新华区泰华街与市庄路交叉口南100米路西
名苑鲜花(名苑鲜花),13081030222,新华区和平西路136-6号省二院对面
玫瑰色的你,400-026-2820,裕华区富强大街怀特商业街
pisen品胜(河北经贸大学门店),400-088-9898,新华区学府支路学生实习楼底商B1楼-15室
老银川,13623116021,桥西区石铜路与南二环交叉口南行300米路西（中石化加油站对面）
妙妙屋,13342341188,长安区中山路与谈固大街东行50米路北国瑞城A区1号楼2单元3101
润明眼镜店,13582357967,桥西区长兴街12号
南方鲜花婚庆,13739797831,近郊向阳南大街与布市街交口鹿泉宾馆楼下
露露鲜花店(石花坊鲜花联盟),400-690-7520,剧场新光一楼
森束花艺,15231118766,桥西区中华南大街473号恒聚创业孵化园3楼
亮视眼镜(保利店),13933814591,长安区石纺路S2-118底商
妙笔生花,15100164736,开发区闽江道66号
锅圈食汇火锅烧烤食材超市,17731176220,裕华区塔南路59号8号住宅楼0102号
147台球俱乐部,0311-69003147,裕华区建华大街与东岗路交叉口北行100米路西（河北医科大学临床学院）
鼎峰台球俱乐部,13315176025,长安区谈固东街与中山路交口北行200米路东（魅力3号楼4楼）
勒泰欧悦真冰场,0311-66767666,长安区中山东路39号勒泰中心5层F-04
开心吧台球俱乐部,0311-80750072,裕华区翟营南大街联邦空中花园地下负二层，西大街16号（卓达商贸广场对面，近北国超市、国美电器）
石家庄俊佐体育传播游泳健身中心,0311-88187770/88189990,桥西区长兴街石家庄职业技术学院游泳健身中心
动力街轮滑场,18533340852/17731194279,新华区中山西路81号品汇广场6楼（纪念碑解放广场对面苏宁生活广场西侧）
名阳卡丁车俱乐部,13832385145,裕华区南二环与建通街交叉口北行300米路西
亚太游泳馆,13381047445,裕华区青园街215号亚太大酒店内（裕东小区西）
MAX主题桌球俱乐部,0311-85151800,裕华区建华大街与槐岭路交叉口东行100米路北
京京台球城,18630173887,桥西区红旗大街古韵文化广场负一层（西美花街，汇华广场）
云轩台球俱乐部,0311-66560277/18931376116,裕华区天山大街淮河道交叉口西行200米路南（漫果主题酒店）
西美商务酒店游泳馆,0311-66611098,"桥西区建设南大街6号,西美商务酒店4楼（中山路与建设大街交叉口南行200米路西）"
河北云?世纪大饭店游泳馆,0311-87036699-6623,新华区中山西路145号（河北云?世纪大饭店，中华北大街口）
万象天成假日酒店?游泳健身中心,0311-67799999/15631106918,桥西区裕华西路15号万象天成B座（近石家庄老火车站）
聚仟射箭馆(乐汇城店),0311-88862210/18631125290,桥西区中山路与大经街交口东北角乐汇城三楼运动区（耐克旁）
紫晶悦城游泳馆,0311-89680680,长安区丰雅路紫晶悦城公园正门口对过
卡玛台球(师大店),0311-85044900,裕华区建设南大街与仓丰路交口东行500米路南栗水清苑3号楼负一层（河北师范大学南门对面）
顶尚游泳健身(水上公园店),0311-66638666,新华区友谊大街与天翼路交叉口西行200米路南
羽林射箭俱乐部,0311-85698989,长安区和平东路与谈固大街交口东行100米路南金嘉园底商A区负一层
鸿羽弓箭俱乐部,15031187707/18932911758,长安区建华大街与跃进路交口北行300路东广天大厦负一层
勒芒卡丁车俱乐部,13290611770,裕华区育才街与槐岭路交口西行50米路南怀特3号停车场负3层
众美健身游泳馆,0311-88111119/68071686,桥西区南二环与石铜路交口东南角（七金苑小区旁）
酷爱空间蹦床主题公园,15373412739,桥西区中华大街与中山路交口东南角华润万象城5层
友谊公园游泳池,15350572025,新华区友谊大街与新华路交口东南角友谊公园内
易的拳馆,0311-66611195,长安区和平东路书香华苑（北门）西80米
福美佳旱冰场,18603282756,平山县中心城区福美佳四层西南角
聚仟射箭馆(万达广场店),0311-88862210/18631125290,裕华区建华南大街136号万达广场5层（大玩家内）
800K运动健身,0311-66566936/17798130753,"长安区中山东路东胜广场B座2204（屈臣氏旁边旋转门进来,坐里面两部电梯）"
虎侯射箭俱乐部,15731151977,新华区中山西路品汇广场六楼美食广场西侧（西侧观光梯六楼）
A8来力桌球会所,0311-83550147/18003110147,裕华区青园街亚太大酒店对面
牛人健身工作室(万达店),0311-83076965/18633051707,裕华区槐岭路29-23号（近万达广场、怀特商城、万达公馆）
顶尚游泳健身会所(顶尚中华店),0311-83835333,桥西区中华南大街473号居然丽家院内
美天游泳羽毛球健身(绿荫旗舰店),0311-66719222,长安区谈固北大街与跃进路交口北行100米路西
合利全明星健身(友谊大街店),0311-88873999,新华区友谊北大街与联盟路北行50米路西合利汽车服务二楼
ORIGINAL源生健身(江西大厦店),0311-66631956,新华区九中街江西大厦底商121号（光大银行西侧）
西美五洲酒店康乐中心,0311-67308888-7305,裕华区槐安东路与雅清街交口西北角西美五洲酒店28层
A8健身&格斗工作室(勒泰店),17121110000,长安区中山东路勒泰中心A座817室（近勒泰中心，北国商城，滨江商务）
Brother 健身私教工作室,15533639396,长安区中山东路东胜广场A座1503
西部台球,17188888147,近郊向阳南大街西部峰景底商三楼(鹿泉宾馆斜对面)
合利全明星健身(国际城店),0311-85330888/85330666,裕华区谈固大街与槐北路交口东行150米路北合利汽车服务院内
顶尚游泳健身(碧水春天店),0311-88838666,新华区中华北大街357号碧水春天（尚金商务楼）
动派健身工作室,0311-88828877/15633831218,裕华区谈固南大街新天地自然康城三期底商21号（近地税局）
至高台球,13313010022,长安区建华大街与丰收路交口东行100米（奥北商业街南行50米路东）
花都台球俱乐部,13931153822,长安区建华大街与北宋路交叉口西北角底商四楼
青衫健身,0311-88990630,长安区中山东路39号勒泰中心C座3单元3001号
劲美俱乐部游泳健身馆,17732105756,近郊同下医学院内
牛人健身工作室(万象城店),0311-83076965/18633051707,新华区中华大街与中山路交口华润万象城D座21楼（华润万象城 、新百广场、乐汇成、北国商城）
球道台球俱乐部,13315124770,开发区石家庄裕华区珠峰大街闽江道交口东南角
石家庄工程职业技术学院游泳馆,0311-66695580,近郊学府路
弓力私教健身中心(中浩店),15130195883,长安区建设北大街中浩商务B座7层7F
弓力私教健身中心(中储店),15130195883,新华区中华北大街188号三维大厦（红星美凯龙旁、中储广场旁）
时八九台球社(火车站店),0311-89151089,桥西区新石南路广平街交口锦江国际大厅负一层
动派健身(开园店),0311-88838585/13315105303,裕华区建设大街槐中路新世隆对面开园庄园园内
然时健身私教工作室,0311-83071773/17752999861,裕华区华清南街槐安东路119号（万达富力酒店北侧，万达公馆西门南50米）
帕菲克健身私教工作室,0311-66555553,裕华区育才街与槐北路交叉口西行100米路南中央悦城小区物业大堂一楼（河北宾馆）
道韵禅武搏击会馆,0311-89606780,裕华区体育南大街363号世纪华茂商场3楼
哆来健身工作室,0311-89837776/15230109021,裕华区方文路与裕宁街交口众美玉兰苑底商3-107
合利全明星健身(新百店),0311-80891067,新华区中华北大街与新华路交口西南角军创园2号楼综合楼四层401
柏蓝健身工作室(新华路店),18332041888,新华区友谊北大街与西焦北路交叉口东行100米
拳?格斗俱乐部(裕华店),17731115505/17731111135,裕华区槐安路与谈固东街交叉口西行100米路北米氏家居三楼
up健身工作室(玫瑰湾店),0311-89684588,裕华区塔南路与石栾路交口东北角（玫瑰湾）
K-EMS 黑科技健身工作室(恒大华府店),18633881646,桥西区维明南大街与新石北路交口西北角（恒大华府五号公寓1301室）
弓力私教健身中心(东胜店),15130195883,长安区中山东路与谈固西街交叉口嘉和广场4号写字楼805（近东胜广场，谈固公交总站）
悦动健身工作室,15831125363,长安区体育大街与丰收路交叉口北国超市对面泽润大厦2001室
红伶游泳健身,0311-80763133,裕华区槐安东路与民心河交口东北角富力洲际酒店6层
A8健身&格斗工作室(万达店),17631112967,裕华区建华南大街130号万达广场B2北区（近怀特商城）
球立方台球会所,18633895619,桥西区槐安路与中华南大街交口东北角400米家乐福北4楼
中国大酒店游泳馆,0311-87025931,桥西区自强路127号河北中国大酒店
Team健身工作室,0311-66686763/18031129876,桥西区中山东路168号河北贸易大厦九楼（勒泰中心对面，北国商城西邻）
燕山大酒店游泳馆,0311-87869673,桥西区礼让街10号
