企业名称,法定代表人,联系电话,企业地址
虞城县豫甲禽业养殖有限公司,胡留印,13937033993,虞城县李老家乡马庙村
民权冠百商贸有限公司,段林彬,13803701880,民权县兴业路与民睢路交叉口东侧
永城市志成传媒有限公司,卞怀波,15090543999,永城市东城区东方大道北文化路东39号
永城市喜来乐餐饮服务有限公司,黄思喜,18272625088,永城市苗桥镇润桥社区
柘城县立新预制厂,王立新,13271036176,柘城县张桥乡吕岗村桥头
河南襄顺物流服务有限公司睢县志魁分公司,轩志魁,0370-8276669,睢县城关镇民主路199号
虞城县华升苹果种植专业合作社,李贵升,13569379383,虞城县张集镇高堂寺村中街路西
虞城县郑集供销社郑集村级服务社,郑子胜,15896928818,虞城县郑集郑集村
夏邑县朗星商贸有限公司,王玉民,13526334666,夏邑县郭店乡人民路中段231号
商丘市梁园区张首领服装经销部,张首领,18236368855,商丘市梁园区高铁商业市场甲区 6 栋 1 号
宁陵县柳河镇福万家超市,赵明明,13837096135,宁陵县柳河镇柳河集南街
夏邑县运河社区润滑油经营部,田文化,15937073166,夏邑县济阳镇田道口村188号
夏邑县吉祥广告部,杨小硕,18637037678,夏邑县城关镇东光街南段路西
南通米奇梦纺织科技有限公司商丘分公司,李裕权,13803700213,商丘市示范区佳海国际商贸城27栋3楼-2
王敬起,王敬起,15136008028,河南省商丘市睢阳区宋集镇范庄
永城市东城区建伟服装店,王建伟,15061564601,东城区百花路
民权县人和镇盛牧养殖专业合作社,胡永超,17703882960,民权县人和镇秋树营村
夏邑县鸿阳木业有限公司,黄伟,13781480648,夏邑县李集镇郭庄街西头
永城市凌云农林种植有限公司,李杨,15139723273,永城市东城区新城体育馆南500米
柘城县杨堂集体经济农民专业合作社,胡景义,18737072778,柘城县老王集乡杨堂村委会院内
河南裕恒金属制品有限公司,翟井超,13603889513,商丘市梁园区清凉寺大道与310国道丁字路口向南200路西
睢县梦堂种植专业合作社,汪梦堂,15617083899,睢县涧岗乡张楼村
柘城县清云种植农民专业合作社,刘华宣,15837097700,柘城县牛城乡牛城村
商丘华商农村商业银行股份有限公司银河分理处,李新英,0370-6065558,商丘市睢阳区三明路银河纺织厂大门北侧
商丘市梁园区日用杂品公司五部,李玉真,13703979596,商丘市梁园区人民路323号
永城市禾润家具有限公司,蒋笃成,18137055669,河南省商丘市永城市演集镇311国道玫瑰小区向北10米
虞城县龙翔商贸有限公司,吴鸿翔,13938936580,虞城县站集镇沙岗西村
商丘市博翔教育咨询服务有限公司,曹桂玲,13803975206,商丘市神火大道556号C座233号
虞城县鹏程农村信用合作社宏达分社,李武军,0370-4115400,胜利路西段
商丘市旭浩汽车装饰有限公司,王雪梅,13603701351,商丘市睢阳区归德路与香君路交叉口向北200米路西
商丘经济开发区张隔五金经营部,张隔,13633700275,商丘经济开发区中意建材C6栋11-13号
商丘市虎跃机械设备有限公司,张颖,15082906009,商丘市梁园区团结路南平原路东学府家园B幢中单元1层西户
夏邑县名都假日酒店,李国华,13867078398,夏邑县城关镇建设路与人民路交叉口西南角
商丘市坤泉商贸有限公司,张勇,17637013269,商丘市南京路与华夏路交叉口北150米路东
虞城县融源粮食贸易有限公司沙集库点,韩明兵,13592397677,虞城县沙集乡任楼村
河南法达城商贸有限公司,朱京坡,18337901706,商丘市梁园区中州路与310国道交叉口北500米路西
永城市俪健建设工程有限公司,苏明建,18236362686,永城市产业集聚区中原路南段68号
商丘市华强置业有限公司,刘卫,13837060818,宁陵县永乐路与崇文路交叉口68号
商丘市梁园区申广英熟食店,申广英,13838235779,梁园区新建南路纺织品一条街对面
民权县绿洲街道徐金堂家庭农场,徐金堂,15617054049,民权县绿洲街道老城东村
商丘市睢阳区黄森脊骨店,黄森,13507696188,商丘市睢阳区香君路与神火大道交叉口东路南
民权县孙六镇张新江家庭农场,张新江,13949930302,民权县孙六镇皇甫岔楼村
虞城县钦亚种养殖专业合作社,侯纪林,18338798963,虞城县刘店乡前侯楼村
商丘市梁园区昊轩美发店,曹莉,13837081009,商丘市梁园区株州路南侧银中公寓临街营业房1311#
睢县夏庄种植专业合作社,夏光明,18637151855,睢县匡城乡夏庄村
商丘市睢阳区上三每食品饮料厂,潘翠真,0370-2215533,睢阳区文化西路
商丘百园农业科技发展有限公司,许东英,13781466357,商丘市睢阳区归德南路西侧农行小区3号楼西单元3层东户
虞城县恒通超市,鲁慧英,13513702114,虞城县城关镇人民路南段东侧
永城市牧歌农机专业合作社,张周虎,13781544444,永城市李寨乡苏小庄西组
河南同发享企业孵化器有限公司,盛良欣,18003708888,商丘市睢阳区商字16号2号门面
商丘市鸿润医疗电子维修服务有限公司,赵杰,13462777169,商丘市梁园区新建南路116号办公楼的1楼门面第2、3间(从北面数起)
睢县智艺家庭农场,马永梅,13781685587,睢县董店乡王集村
商丘市睢阳区麦花香馍店,王伟,15803705711,商丘市睢阳区叶庄乡宏达小区
商丘市梁园区锡钢米线馆,杨锡钢,15225261121,商丘市梁园区建设路毛纺厂对面
商丘市金正物业管理有限公司,李海玲,0370-3138928,商丘市开发区宇航路南侧、睢阳路东侧(商丘和平有限公司院内)
虞城县利民镇洪军猪肉加工小作坊,黄洪军,13781653909,虞城县利民镇赵楼村
商丘市睢阳区伟光针织内衣厂,孙士英,0370-2933152,商丘市睢阳区叶隅首东二街
虞城县红苗足浴店,牛红梅,13783706831,虞城县城关镇大同路西段北侧
商丘市耐英养殖场,杨永超,15937009236,商丘市示范区周集乡宋楼村苑庄村52号
虞城县新峰电脑彩印部,胡新峰,0370-4851588,虞城县沙集乡沙集西街北侧
商丘市梁园区鹏达汽车装饰店,张磊,15537021212,商丘市梁园区凯旋中路356号
中国联合网络通信有限公司商丘市分公司丰源营业部,李妍,0370-2651287,商丘市平原路路桥景苑小区大门北侧两层商铺一处
商丘雨妞服装有限公司,刘兴振,17337040902,河南省商丘市夏邑县桑固乡牛集村后刘各23号
商丘一言电子科技有限公司,陈平,13037518812,商丘市梁园区酒厂路西侧(与文化路交叉口北50米路西)
永城市徐氏种植专业合作社,徐玉林,15136078461,永城市新桥乡甘城村徐庄组
民权县天润汽车销售有限公司,朱家超,15333700385,民权县民菏路北侧
永城市宏运启良机械设备销售有限公司,杜宇超,15937119200,永城市东城区欧亚路友谊小区1号楼1单元1301号
虞城县虞国宾馆,房秀娇,13703975013,虞城县城关镇人民路北段东侧
商丘市睢阳区周涛凉皮店,周涛,18037759264,商丘市睢阳区古城内察隅首东一街路北
夏邑县安农食品有限公司,程琳,0370-6762888,夏邑县城关镇建设路南段西侧天龙湖运河城南大门西39号铺
商丘市睢阳区玉蛟龙建材销售部,郭云刚,13353628258,商丘市睢阳区香君路中段玄景小区门面房
商丘市梁园区静静灌汤包店,蔡静静,15837019111,商丘市梁园区团结路牡丹花苑门面房45室
永城市俊义机械设备销售有限公司,杨俊义,13215639521,永城市东城区外环路与东方大道交叉口向西50米
宁陵县兴农酥梨种植专业合作社,朱运霞,15637086777,宁陵县石桥镇沈庄村
商丘市隍城商业运营有限公司,金光磊,15937586841,商丘市睢阳区神火大道与珠江路交叉口西南角联合大厦9层
商丘市群星农作物种植农民专业合作社,谭梅,13837076169,商丘市睢阳区坞墙镇陈楼村东头
永城市大广汉达电子科技有限公司,蒋丽娜,15236886880,永城市芒山镇刘街与永砀路交叉口南20米
商丘百安物业管理有限公司,任茂启,13598322266,河南省商丘市市示范区创新路与侯恂路交叉口西北角许楼社区院內七号楼101室
商丘市萱绮电梯销售有限公司,姜雪玲,15139721689,商丘市南京路与睢阳大道交叉口北100米路东
商丘市思源农业发展有限公司,袁明忠,13781653699,虞城县城郊乡米庄村岳楼
梁园区观堂乡思莹蛋糕房,贾永超,13937020197,商丘市梁园区观堂乡观堂集
河南中国移动通信集团,掌传丽,13781518902,虞城县新建路南段西侧响河商业街6区90号商铺
商丘市德邦网络技术有限公司,石敬亚,18037035592,夏邑县城关镇康复路中段路南
商丘市碧源市政公用工程有限公司,李军,13781647505,民权县产业集聚区工业大道东段北侧
花卉永城市新伟烽,王新用,0370-5315181,永城市东城区光明路东济祁高速东500米路南
睢县金鑫木业有限公司,殷闪闪,15539097989,睢县白庙乡李楼村
商丘立鼎机械设备租赁有限公司,周新安,0370-2803332,河南省商丘市梁园区团结路与君台路交叉口往东200米路南
睢县大地果蔬种植专业合作社,朱新力,13462721688,睢县西陵寺镇何吉屯村
商丘市睢阳区仟衣佰顺内衣厂,王光辉,13837062282,商丘市睢阳区闫集乡黄庄村
商丘市广发门窗销售有限公司,潘叶华,0370-3630123,商丘市经济开发区月季路西段
睢县红杉生态园林发展有限公司,徐松伟,13346621068,睢县河堤乡河东村
商丘市睢阳区景兰家具门市部,常景兰,13569337876,商丘市睢阳区闫集乡三关南路东
河南国网,徐其山,13781676352,永城市东城光明路东段
睢县张宁油炸食品店,张宁,15993952515,睢县河集乡轩洼村
永城市高庄镇刘克仁批发部,刘克仁,15090582188,高庄镇高庄街
商丘市睢阳区毛固堆供销合作社东门农资部,许天芳,18103708388,商丘市睢阳区毛固堆集东门外公路东
商丘市睢阳区富民养殖场,王秀真,13333704681,商丘市睢阳区李口镇郑老家大队大王庄村
宁波中旭健康管理有限公司民权分公司,张永福,15077218582,民权县冰熊大道中段北端(刘店)
虞城县黄冢乡郭楼村精准扶贫种植养殖专业合作社,刘桂兰,15993960714,虞城县黄冢乡郭楼村
商丘市睢阳区玉莲服装店,郝玉莲,18338756906,睢阳区平原路与南京路交叉口南100米路西
洪恩柘城县,任连启,15090615089,柘城县洪恩乡任庄
永城市裴桥镇鸿运养殖专业合作社,胡金山,15539072008,永城市裴桥镇裴桥村后庄西组
永城市鼎源养殖专业合作社,杨向阳,18903707396,永城市茴村镇杨庄村杨庄西组
宁陵县逻岗镇坤龙花生收购点,刘坤龙,15137058222,宁陵县逻岗镇三丈寺
商丘市睢阳区史磊熟食店,史磊,13837023703,商丘市睢阳区凯旋路与香君路交叉口安奇乐易三楼
商丘市睢阳区华夏明珠副食商行,张海潮,13837001966,商丘市睢阳区华夏路华夏明珠小区9号楼1单元1-2层
红农商丘市睢阳区社兴农资供应总站李,李红,13592348782,商丘市梁园区刘口乡张彭村
虞城县鸿润塑胶制品有限公司,谷雪汉,13137015587,虞城县产业集聚区至信三路南侧
驻马店市广缘房地产开发有限公司宁陵分公司,吕培治,18137008110,宁陵县城关永乐中段路东
商丘市睢阳区明哲建材经营部,侯素梅,13569321055,商丘市睢阳区李口镇李口南街西侧
商丘市睢阳区超威汽车维修中心,曹俊超,13849664671,商丘市睢阳区北海路刘庄新村在水一方里面
永城市东城区崔薇鞋店,崔薇,18336999192,永城市东城区百花路中段
柘城县赵油集体经济农民专业合作社,史祥明,15903818535,柘城县安平镇赵油
虞城县亿居家具城,朱坤朋,18623882652,虞城县谷熟镇北头村
山西碧天装饰工程有限公司民权分公司,于增军,13513709353,民权县庄周大道东段南侧
河南鑫鼎建筑劳务有限公司,张勍,0370-3100507,商丘市梁园区新建南路105号
商丘市睢阳区太峰家用电器经营部,吕太峰,13781558708,商丘市睢阳区毛固堆乡司集南街
商丘市鹏程炉业有限公司,杨云,15514971888,民权县花园乡花园集
民权县伯党乡王传亮早点店,王传亮,18336965176,民权县伯党乡伯党集回中对面
睢县宏达工程机械租赁有限公司,彭振东,15839057988,睢县董店乡河沿村西端
商丘辰胜网络技术有限公司,胡善斌,15079215288,商丘市睢阳区神火大道与珠江路西南联合大厦21层2106室
商丘立达绳带有限公司,张红立,13837078456,虞城县郑集乡张公店村
商丘紫翔电子科技有限公司,吕娇莲,18623856086,商丘市城乡一体化示范区张阁镇张阁村东南角
永城黄口家家商场,张萍,17839018660,黄口乡黄口街闸南路西
商丘市睢阳区鑫日建材经营部,张卫华,15565029888,商丘市睢阳区娄店乡江庄村大张庄169号
商丘市梁园区飘步鞋店,庞慎芹,15637006888,商丘新区光彩市场二区十一栋27号
河南宏业建设管理股份有限公司商丘分公司,宋珂,13503816444,商丘市香君路与归德路交叉口向东150米五环花园楼下
商丘市睢阳区科宇针织内衣厂,徐瑞玲,0370-3313629,商丘市睢阳区产业集聚区针织内衣城二期29号(聚源内衣厂院内)
昆山恒发劳务派遣有限公司永城分公司,王秀荣,13683701289,永城市演集镇农贸市场路北100米路东
夏邑县会亭镇富平火机购销站,娄平平,0370-6581616,夏邑县会亭镇西街东村
年年夏邑县骆集乡,柴学侠,13781430526,夏邑县骆集乡双联社区
商丘亿邦实业有限公司,付帅,15518623337,虞城县城关镇长江路东侧国奥世家北苑
夏邑县胡桥乡东来超市,王红松,18737016099,夏邑县胡桥乡尹庄村委对面
柘城县宾醇新型节约环保燃料经销处,陈钦,18638418173,柘城县慈圣镇君臣村
虞城县伟鹏农机服务专业合作社,梁福利,13938920288,虞城县大侯乡大侯东街村
商丘市睢阳区有虞氏馄钝馆,朱晓玲,13418771819,商丘市睢阳区归德南路外贸局楼下门面
商丘家思秸杆综合利用有限公司,郭家思,13460177403,宁陵县石桥镇郭花庄村村西
民权农淘电子商务有限公司,李敏,15224772677,民权县林七乡林东村
商丘市云晔商贸有限公司,尹超龙,18625728269,河南省商丘市梁园区文化路与桂林路交叉口青年创业孵化园4楼8411
虞城县长进养殖有限公司,刘长进,15896910102,虞城县刘店乡大周村
睢县程栋军养殖场,程栋军,15090680346,睢县涧岗乡闫庙村
商丘市睢阳区福家烟酒商行,袁小涛,18336916788,商丘市睢阳区文化路南侧平原路西侧书香人家门面房
虞城县童心缘童装店,胡敬坤,15238580165,虞城县沙集乡沙集开发区南侧
商丘市国忠纸塑包装制品有限公司,张正周,15090550022,虞城县杜集镇张楼村006号
商丘市美馨商贸有限公司,任钧旺,13271025296,商丘市梁园区凯旋路与建设路交叉口高铁商城B座1601室
商丘市卖货郎电子商务有限公司,邱向阳,18103800318,商丘市睢阳区南京路与振兴路交叉口西南角跨境电商物流产业园409
虞城县谷熟镇俊芝内衣专卖店,杨俊芝,15938381161,虞城县谷熟镇中街村
商丘市睢阳区以马内利建筑配件经营部,刘风连,13837008773,商丘市睢阳区九州路中段路东
睢县意祥副食部,刘文明,15037050880,睢县中心大街南段
商丘市腾达文化传播有限公司,祝君雅,17719033111,商丘市梁园区凯旋路凯四街长城大厦310室
河南金瑞机电设备有限公司,曹闪,15503870777,河南省商丘市永城市东城区东方大道与文化路交叉口路东南50米
商丘资润物业管理服务有限公司,杨全民,13673680291,商丘市梁园区文化路与神火大道交叉口喜来登国际广场5号楼2单元202室
睢县刘飞理发店,刘飞飞,15136075699,睢县湖东路南段
商丘市共存绿色环保科技有限公司,张红喜,13037521116,商丘市示范区北海路与阳光路交叉口向南500米路东
商丘市汉腾商贸有限公司,邓汉卿,15090519913,商丘市梁园区新建路与建设路交叉口东北角
商丘市梁园区李清理发店,李清,15660642090,商丘市梁园区建设办事处后桥楼村西队
商丘市睢阳区米兰摄影中心,李先峰,13837011058,商丘市睢阳区凯旋南路宏伟蓝郡26#B27
袁锦,袁锦,13223709666,商丘市睢阳区三明路中段路西
虞城县旭阳纺织品经营部,李秀巧,15237073760,虞城县城关镇大同路西段北侧
柘城县可青种植农民专业合作社,吴可青,13781407163,柘城县惠济乡吴楼村
商丘市三玄网络科技有限公司,王紫印,15993969760,商丘市梁园区神火大道园中园小区A座14楼1401A室
夏邑县贤坤加油站管理服务有限公司,司贤坤,0370-6106776,夏邑县县城东郊(雪枫路县汽车站南)
虞城县双周生活购物广场,申显威,13569338036,虞城县站集镇小周村
商丘市老吕照明设备有限公司,吕太章,15136098588,商丘市梁园区凯旋路凯旋商城灯光胡同101号
商丘市睢阳区众泰百货商行,王雪玲,15136090038,商丘市睢阳区香君路中段林河家属院东50米门面房
商丘市城乡一体化示范区静静窗帘加工厂,李静,15896961340,商丘市示范区胜利东路亿丰国际南门对面
虞城县欣云超市,李建军,13781535936,虞城县城关镇越秀山路北侧
永城市亿通汽车销售有限公司,靳瑞涛,15637070688,永城市产业集聚区春雨汽车城
柘城县安平供销社第二十一门市部,王进峰,13462947586,柘城县安平镇王堂
商丘市睢阳区明伟内衣厂,王明伟,13849679001,商丘市睢阳区凯旋路与南京路交叉口北50米路西
睢县白楼海英农资经营部,冯海英,18137047612,睢县白楼乡白楼村436号
永城市华顺汽贸有限公司,丁学民,0370-6968669,永城市东城区欧亚路凤凰国际花园楼下
商丘鑫阳置业有限公司,朱向阳,13598368979,夏邑县中心商务区089号
永城市永美商贸有限公司,吴秀美,15617036778,永城市商务中心区欧蓓莎家居建材城8号楼8-115号
浩宁商丘,侯秀丽,15993986606,河南省商丘市梁园区胜利路与中州路交叉口西南角豫立首府3号楼1单元16楼
民权通畅装修装饰工程有限公司,杨永强,18737076017,民权县工业大道义乌批发市场23#东阳街
夏邑县冰中红量贩,段彦明,13903701535,夏邑县城关镇建设路中段路东
商丘市净水河洗浴中心,陈秀田,13148053567,商丘市示范区平安办事处梁庄村叶油坊村
华农睢县兴,彭振东,13703701651,睢县城东路中段
河南中国石化销售有限公司,朱慈学,0370-2631182,虞城县利民镇东关
虞城县诚信家具有限公司,宋景春,13949949768,虞城县城郊乡刘阁村
虞城县杜集镇王桥精准扶贫种养殖专业合作社,王德亮,18336998315,虞城县杜集镇王桥村
商丘市信德商贸有限公司,陈亚强,13271092227,商丘市梁园区平原路创世钢材市场3号门23号
睢县王伟轮胎大全,王伟,13569336148,睢县涧岗乡涧岗村
河南壮大通信技术有限公司,曹壮,18639033156,虞城县城郊乡嵩山路西转盘电业局向西糖果家园门口牌子02号
虞城县宜鑫塑业有限公司,谢贵勤,13569328059,虞城县李老家乡张关庙村虞单路路西水厂对面
柘城县建岭种植农民专业合作社,史长杰,15890407777,柘城县安平镇铁关开发区
商丘鑫发仓储服务有限公司,陈宇,15238095999,商丘市梁园区团结路与归德路交叉口南300米路东
商丘明亮建筑劳务有限公司,张俊怀,13271111555,商丘市睢阳区神火大道与南京路交叉口向北200米路东府前花园106号
民权县王桥文杰建材销售部,刘文杰,15082906518,民权县王桥乡郝庄村
永城市小龙人养殖专业合作社,朱春,15036650691,永城市城厢乡冯寨村
永城市俊丰家庭农场,裴西华,15518643555,永城市裴桥镇乔庄村裴楼组066号
民权县富康养殖场,李伟,15137011369,民权县城关镇吕大庄村大刘庄
商丘双玲服饰有限公司,李建峰,15896983628,商丘市睢阳区紫荆路南段南关新村金利丰小区8号楼一单元五楼东
商丘市梁园区金章米线馆,李梅花,15237026683,商丘市梁园区新建路与建设路交叉口东路南100米
宁陵县逻岗镇诚信门窗销售部,李申兵,15236865051,宁陵县逻岗镇东街平安路
商丘市淑蓓电子商务有限公司,赵蒙蒙,13837005072,商丘市梁园区建设办事处乔新庄42号
商丘市梁园区黄永杰调味品经销部,黄永杰,15518638111,商丘市梁园区平原办事处东保湾村29号
商丘市卓创建筑工程设计有限公司,李昊坤,13781407069,商丘市梁园区八一路与凯旋路交叉口西南角华坤名都一号楼1520号
河南惠民城电器有限公司睢阳商字分公司,司仕银,0370-6796561,商丘市睢阳区南京路商字西100米路北温馨家园商住楼1楼
柘城县振奇种植农民专业合作社,白振奇,13462991703,柘城县陈青集镇大杨庄
河南粤鑫粤建筑劳务有限公司,史志军,18516959795,河南省商丘市柘城县上海路213号
虞城县永兴种养殖农民专业合作社,卢新霞,13937000477,虞城县杨集镇银河寺村
睢县恒进种植专业合作社,秦雪峰,18837010000,睢县平岗镇秦口村232号
永城市高庄镇鸿源服饰城,韩伟,13569362690,河南省永城市高庄镇高庄街
商丘市睢阳区孙垒电动车维修部,张艳玲,15837079057,商丘市睢阳区文庙路与方域路美景天城901号
宁陵县逻岗镇县伟农资部,窦县伟,13569305436,宁陵县逻岗镇王善村
河南中储粮夏邑直属库杨集库区,刘福兴,0370-6451598,夏邑县杨集镇站前路
商丘市大美盆景有限公司,杨成云,13523831995,商丘市睢阳区古宋办事处纠庄村陈泗万庄北头(工业大道与商鹿公路交叉口东南角)
柘城县新韵达快递服务有限公司黄山路分部,刘家豪,15896917783,柘城县黄山路518号
商丘市睢阳区三鑫副食商行,张杰,15896965120,商丘市睢阳区张巡路金庄村
河南中宏建筑技术发展有限公司,何继华,15890660001,民权县高新技术产业开发区(建业路南侧)
永城市东城区恋家房产中介服务部,刘飞,15836816880,永城市东城区东方大道与文化路交叉口路南
商丘馨阳文化传播有限公司,李伟亚,15539076933,商丘市梁园区凯旋路与民主路交叉口华联国贸中心三楼
信阳悦合房地产有限公司,陈鹏,0376-3211955,信阳市浉河区湖东开发区107国道1000.3公里西侧
光山县三利农机农艺专业合作社,黄守霞,13526033943,光山县泼陂河镇椿树店村村部
固始县峰之星二手车交易市场有限公司,刘瑞峰,18537867889,河南省固始县安山路中段
华景建筑材料有限公司,郑业纯,18519702111,新县产业聚集区大别山云端产业园A-008
河南云惠国骥网络科技有限公司,尹新春,13598559960,信阳市浉河区万家灯火20号楼518号
商城县智伦新能源开发有限公司,周家奎,15010739313,商城县产业集聚区
河南明阳再生资源股份有限公司,张勇,0376-3711277,信阳市平桥区平东街道办事处(龙江路以北平东路以东)
信阳市金鸿市政工程有限公司,张国利,15837659999,潢川县沿河路东方半岛小区
信阳润城置业有限公司,王俊,0564-6456998,光山县城东城二环路与九龙东路交叉口
商城县博晨建筑工程劳务有限公司,李延甫,0376-7933399,商城县城关金穗路东兴盛街
固始县惠民生态养殖专业合作社,王保进,18337615796,河南省固始县柳树店乡成功村
商城县长江物业管理有限公司,张浩,18638371111,商城县和谐小区16号楼
信阳宸杰建筑工程有限公司,张帆,15837693009,河南省信阳市平桥区戴庙社区二号楼一单元四楼401室
河南省民诚农业科技有限公司,张金洪,18600541258,河南省固始县李店镇熊集村
信阳鼎鸿实业有限公司,李波,18837621111,信阳市平桥区中山村段西组312国道北侧
固始益万生态农牧有限公司,曾庆成,18037195957,河南省信阳市固始县
固始县蓼源电力建设工程有限公司,陈昌才,13607611793,河南省固始县大别山路10号
光山县鼎拓建筑工程有限公司,袁大江,17596923008,河南省信阳市光山县十里镇十里街道101号
河南省新亚建设工程有限公司,杨宗辉,0376-5851444,息县城关东街硝桥16号。
信阳市欣怡沙业有限公司,李敏,13391799399,河南省信阳市平桥区平西路4幢2层32号(泰安小区)
罗山县绿叶农业发展有限公司,罗新成,13137629372,河南省信阳市罗山县城关镇仁和小区东门100米
光山县增盛建筑劳务有限公司,冯光林,18058702122,光山县弦山办事处兴隆路168号
固始向天歌白鹅开发有限公司,路孝忠,13521879935,河南省固始县陈元光广场北街
河南老幼宝网络科技有限公司,汪蕾,13137617951,信阳市浉河区金牛山街道办事处飨堂村七组博书苑5号楼一单元502
息县鼎帆科技发展有限公司,张腾飞,15565501541,息县孙庙乡范楼村。
农农光山县惠百,徐品全,13839712201,光山县孙铁铺镇陈大湾村
信阳市森海建筑劳务有限公司,李贵良,13607605145,信阳市平桥区农林路18号门面房
固始亿达电子科技有限公司,王海轮,13939751661,固始县中山大街与光明路交叉口向东20米
河南顺发置业有限公司,扶斌,0376-6333888,信阳市信阳工业城迎宾大道CBD中心城1号楼
商城县黄柏山旅游产品开发有限公司,黄遵森,0376-8136555,商城县黄柏山管理处黄柏山村
固始县飞腾汽车销售服务有限公司,李泽继,13607610262,固始县204省道与凤凰大道交叉口向南50米路东
信阳市瑞之丰农业发展有限公司,魏海涛,15236734999,信阳市平桥区胡店乡魏庄村
信阳市浉河区大高山茶叶专业合作社,程泽英,13703828900,信阳市浉河区浉河港镇龙潭村
商城县大别山高水甜野生茶叶种植专业合作社,蒋与红,13837657981,商城县金刚台乡王坳村
海农光山县繁,李登成,13839792209,光山县仙居张湾村张湾村民组
固始县花果鲜生态农业专业合作社,王丽阳,15037696666,固始县汪棚镇闫寨村
新县悦行千里旅游服务有限公司,方燕,18537631993,河南省信阳市新县香山湖管理区林冲村南畈
信阳豫申实业有限公司,凌丽,15137662275,信阳市浉河区金牛山管理区飨堂村九组
淮滨县金博广告有限公司,王相清,13233764646,淮滨县顺河街道办事处任堰社区
信阳东升建筑劳务有限公司,许东生,13333970099,信阳市浉河区栱桥新村小区1号1单元401号
信阳大商合赢实业发展有限公司,陆蕊蕊,0376-6319079,信阳市浉河区工区路副食品公司院内七区1号
信阳市山里宝食品有限公司,牛玲仙,18937134511,信阳市南湾管理区肖家河乡贤山天下城A2幢一单元601号
信阳市润凯建筑劳务有限公司,张金远,13839746056,信阳市羊山新区十六大街康诗丹郡门面房
商城县民心粮油种植养殖专业合作社,李永军,13213888000,河南省商城县汪桥镇铜山村
信阳市金博建材销售有限公司,徐金萍,15224736900,信阳市浉河区金牛山管理区十里河村十组北立交桥东侧
河南省家乐康药业有限公司,谭亚东,18137777550,河南省信阳市息县淮河办事处幸福花园小区8区
淮滨县旺华种植专业合作社,徐忠华,13663973325,淮滨县栏杆镇塘南村
信阳市平桥区家锋农业种植专业合作社,廖传祥,15937651593,信阳市平桥区邢集镇双元街
民生证券股份有限公司信阳北京大街证券营业部,梁志全,0376-6518018,信阳市浉河区东方红大道凤凰新世界黄金大厦127-128号
淮滨县欣雨种植养殖专业合作社,黎发燕,18539562932,淮滨县三空桥乡后杨庄村
信阳报晓物业管理有限公司,吴精华,0376-6500282,信阳市报晓新村1号楼1单元
淮滨县邓湾乡飞扬种植专业合作社,郑明东,13937690278,淮滨县邓湾乡张祠堂村
潢川县来龙乡刘小集种植专业合作社,郑成贵,13383856856,潢川县来龙乡刘小集
信阳市章乐建材有限责任公司,张乐乐,13507608846,信阳市平桥区广场路1号
淮滨县三空桥乡仲鑫种植专业合作社,郑乐侠,15037631959,三空桥乡叶庄村
息县彦明种植专业合作社,刘彦明,13723127556,息县白土店乡张庄村
信阳市辛格林电梯有限公司,苏从严,18790072345,信阳市羊山新区南京路办事处段家湾长城建材商住楼1层110号
信阳市君之安实业有限公司,代正军,18639700886,河南省信阳市浉河区领秀城福江园5号楼1层106号
固始县金源工艺品有限公司,汤友敏,0376-4122308,河南省固始县三河尖镇翁棚村
信阳市三月实业有限公司,郭继峰,18738676056,信阳市平桥区南京路鑫全友家私家居馆办公楼一层
信阳市安南实业有限公司,祝遵伟,13103761981,信阳市羊山新区新十六大街29号
信阳天立实业有限公司,曾瑞,15978542565,信阳市羊山新区新六大街幸福人家4幢1单元102号房
新县新集镇冲田洼林业农民专业合作社,彭以祥,13839783218,新县新集镇冲田洼村部
商城县永丰粮油购销有限责任公司,潘焕林,0376-7344469,商城县产业集聚区
信阳市七碗茶叶有限公司,陶响,15565547981,信阳市浉河区浉河港镇郝家冲村何家寨
固始精英校具有限责任公司,汪纯英,13663769751,河南省固始县段集镇火车站开发区;亮山大道
商城县世雨种养殖专业合作社,王世雨,13937667528,商城县丰集镇高斛山村
商城县丰茂劳务有限公司,程兴忠,0376-7971158,商城县城关花园路
合欢息县,尹振英,15737668299,河南省信阳市息县淮河路2号
商城县豫景园花木种植专业合作社,易承鹤,15603766308,商城县苏仙石乡苏仙石村
河南锡航广电科技有限公司,王其侠,13137641810,河南省固始县产业集聚区312国道北侧
信阳市新有工程机械租赁有限公司,曹新有,13673098499,河南省信阳市浉河区金牛山管理区飨堂村九组
商城县人民政府招待所,刘伟,13803766065,商城县崇福大道
光山县众庆商贸有限公司,张冬,18613767518,河南省信阳市光山县紫水办事处弦山北路千禧家园一栋101
息县超超体育用品有限公司,王建,18790114138,息县孙庙乡范楼村
商城县森茂生物农林有限公司,曾庆东,15991774659,商城县丰集镇袁河村
固始县圣水源商贸有限公司,周荣锐,15517618333,河南省固始县红苏路与爱民路交叉口
罗山县正光农机专业合作社,熊晓方,13503763087,罗山县青山镇冲口村
固始县宏业液化气有限公司城关第十三供气站,陈玉清,0376-4277509,河南省固始县城关淮河路
光山县魁兴农业专业合作社,张从庆,15565527186,光山县罗陈乡张楼村黄山组
商城县启发种养殖专业合作社,曹启召,18738672018,商城县鄢岗镇曹寨村
