店铺名称,联系电话,地址
米斯特比萨(六大街店),0316-5218555,
黔之湾养生会所,15010866763,
麻辣港湾(廊坊店),0316-2259999,
錦里百姓家宴,0316-8878555,
舒心阁足浴会所,0316-2653777,
秦川情面皮店,15931617127,
鱻悦烤鱼(万达店),0316-8103333,
i 转角(万达店),0316-5266600/15350716789,
宴遇法式铁板烧,0316-5920966/13642157934,
镜匠眼镜,13426449531,
伊尔假日汤泉,0316-2130666,
食色·新派融合菜(新世界中心店),0316-2126699,
文化艺术中心,0316-6085001/0316-6085618,
金家服高端家政,15731612315/18600661078,
DQ冰淇淋(廊坊燕郊永旺店),0316-3096419,
紫光园(大厂店),0316-8363333,
朝食鲜串,17603161916,
海之韵洗浴,17772666500,
KMCPLUS皮肤管理中心,0316-5559986,
第六频道私人影院,15531634843,
呷哺呷哺(廊坊明珠永华店),0316-2350158,
李少春大剧院,0316-7861088,
The Seven 酒与咖啡,0316-5996228/13021069266,
紫光园(燕郊二店),0316-3097958,
马明鱼窝棚,0316-5921566,
韦斯特商业大厦,0316-5999915,
橙天国际影城(胜芳旗舰店),0316-7607600,
好彩蒸鲜蒸汽海鲜(汇景轩店),0316-2288810,
万达嘉华酒店美食汇西餐厅,0316-5559999,
气浪美式餐馆精酿啤酒,18531841066,
光耀华纳数字影院,15030469732,
芭提雅泰式餐厅(福成店),0316-3386666-6617,
盛百味(固安店),0316-6220888/0316-6220999,
慧达汽车美容装饰中心,18034062009/18633788788,
小牛匠台湾牛腱面(云天国际店),13651020889,
金草帽韩式烤肉(纳丹堡店),17731610614/0316-3090396,
江南名灶,0316-5161238,
呷哺呷哺(胜芳友谊购物广场店),0316-2907255,
姑奶奶厨坊,0316-5559650,
老李酱肉,0316-5929313/0316-8103666,
神韵造型,0316-5921231,
美艺美甲,15832634518,
金润坊足道推拿SPA养生会所,0316-8807999,
MUSE PLUS CLUB,0316-6180000,
大鹏烧烤,13436997732,
肯德基(幸福港湾店),0316-8939751,
禅慕莲养生足道会馆,0316-2383388,
拾光照相馆(拾光摄影工作室),"18632655883
                      18910355537",
焕彩美甲婚礼造型,0316-5122322,
味蜀吾·沸腾三国(霸州总店),0316-8665558,
美联众合动物医院(铂宫分院),0316-2288605,
阿亚那瑜伽塑形中心,13373367252,
麦当劳(三河店),0316-3153555,
泽成冰煮羊,0316-5928588,
星巴克(万达广场店),0316-2612210,
韩丝黛尔·뷰티 관리센터,17731637677,
箩箩酸汤鱼老板烧鱼(燕郊店),0316-7067557,
西单翅酷,15930640123/13623261963,
麦当劳(固安新昌街店),0316-7026100,
广阳人民公园,0316-2126274,
味蜀吾沸腾三国,0316-6172179,
九田家(香河店),0316-8088097,
麦当劳(神威北路店),0316-5759261,
魅夜烧烤.烤鱼,18513786701,
麦当劳(燕郊迎宾路店),4000517107,
小粉房鲽鱼头和小串,18501046777,
悬壶堂足疗保健养生会所,17710049393/0316-7796761,
葛府火锅,0316-2278677,
森景style•无痕接发烫染连锁(防灾学院店),13269073326,
蓉李记成都名小吃(廊坊万达店),0316-5120829,
盛屯垂钓园,17319066696/18033651518,
潮客鲜味潮汕猪脚饭,13671061563,
呷哺呷哺(廊坊月色店),0316-2601058,
清心浴园,0316-2332888,
了凡重生健康会馆,0316-5853853,
遇见瑜伽维密瘦身训练营(夏威夷店),13172197007,
巴渝菜馆,0316-6178699,
全喜口腔(万达店)," <span class=""item"" itemprop=""tel"">0316-2226999</span> ",
珍翰霆足道养生会馆,17695696988,
乐山大众串串香,13463648548,
福隆铁板烧,18832676555,
一九七三民间菜(文安店),0316-3233888,
嘉丰湘菜馆(新开路店),0316-2390239,
喜多蛋糕,15001085855,
围炉锅盔(福成尚街店),18618291079,
呷哺呷哺(廊坊万向城店),0316-2350529,
花嫁红妆化妆造型美甲,18533725553,
甘茶度(万达店),15532629422,
秘制火锅鸡,15100645001,
北京手佳盲人按摩(燕京航城店),15652925696/15901489741,
福成自助烤肉(文明大厦店),0316-5163188,
御禾农业观光园,13513007618,
全牛馆,18033683713,
小两口养生按摩馆,13842900616/15512619908,
钛渡健身(福城五期店),0316-5853852/17610210095,
犟骨头,0316-3081624,
金燕浴池,18831687200,
车享家汽车养护中心(廊坊华苑第二十四站店),0316-2025337,
乡村人家,0316-7799901,
楼上楼夜市火锅鸡(建设北路店),0316-2636362/13103165936,
溪雨轩商务养生会所,17001080109,
燕郊日租轰趴聚会别墅,18046554625/17733610049,
冠能猫咪司令的咖啡屋,18630799300,
张家菜馆,13833620877,
素尚养生,17733470560/13552985864,
八大碗,13292618529,
宇宙食堂·火锅串串(河北工大店),15300063525,
王婆大虾(固安店),0316-6170626,
汉拿山(万达店),0316-5268677,
满园春饼(新朝阳店),0316-2028787,
正德源煎牛肉(迎宾西道店),0316-7222909,
悦客烤鱼(万达店),0316-8097900,
L’ATELIER北京莱特造型(幸福城明珠店),0316-5295577,
卧龙一品足道(阿尔卡地亚店),18832678689,
君悦足疗,15369653384,
茉莉小巷,0316-2060270,
渔之恋烤鱼,18010383819,
必胜客(星罗城店),0316-3082319,
三悦私家菜会所,15373232176,
林栖谷生态餐厅,0316-6513222/0316-6513879,
开心家宠物工作室,15624968000/13603265276,
沃尔玛购物广场(燕郊店),0316-5755650,
杨家涮肉坊,13910030741/13601348310,
初心摄影,"17736756810
                      13381152660",
粤式早晚茶餐厅,0316-8025884,
金手勺东北菜(英国宫店),0316-7782303,
秋田小酒馆,0316-2717333/15030614400,
富地广场,19933610961,
九记螺蛳粉,13001096203,
额尔敦传统涮(固安店),0316-6106660,
养心涧spa会所,0316-7025077/13363636901,
白鹭原,0316-2186666/0316-2189808,
潇湘府(福成店),0316-3317799,
新辣道鱼火锅(燕郊永旺店),4000188917,
必胜客(爱民店),0316-2206781,
圣宫印象,18839822982,
好士牛排(格林郡府店),0316-5120660,
宠福鑫动物医院(东安分院),0316-2630909,
呷哺呷哺(廊坊明珠霸州店),0316-7270842,
侍郎阁会馆,0316-3300005,
迪卡侬(燕顺路店),0316-3095366,
木·北造型,13031143008,
胡同坑烤,0316-6898686,
天禧宴,0316-8851066,
啊咕咔咔牛蛙大咖·烧烤,18618439661,
指手画脚美甲美睫(上上城五期店),18730608157,
华涌克酒店·洗浴部,0316-5758006,
舌尖上的扬州,15369616091/13831607975,
签满多串串香,17610002567,
粮芯擀面皮,19931617442,
麦当劳(祥云道店),0316-5919818,
轩唐足道养生会馆,0316-6166686,
朋友圈羽毛球馆,13716280773,
8号天城游泳健身会所,0316-3085801,
新疆人,0316-6887771,
有家·烤肉(三河店),18831639515,
安徽大碗牛肉汤总店,18903263731,
牛签签串串香火锅(福城五期旗舰店),0316-5756224,
三江灶台鱼,13940780210,
雅玛花式铁板烧(固安大湖花园店),0316-5929992,
鼎云轩上海汤包馆,0316-5125828,
广韩炉韩式烤肉,0316-3307508,
黄记煌三汁焖锅(燕郊店),0316-5998539,
和来日式料理,0316-5121587,
李二郎烤骨头,13473692330,
家和潇湘烤鸭店(二店),0316-3329678,
奈斯蛋糕DIY私人定制,18931658793,
麻屋手抓海鲜(乐亭店),17367560296,
月坨岛,0315-4027777,
遇见海蒸汽海鲜(未来海岸二店),13582517566/15032386183,
涛哥平价海鲜馆,13463509388,
帝都足疗养生会馆(乐亭店),0315-4610777,
老崔缸炉烧饼,15232776616,
疯狂烤翅,15081908637,
渔香海味,15176719894/13171501062,
伊顺斋,13784697155/13131560677,
圣多美,0315-5369990,
小川烧烤城,0315-5369779,
双麟餐饮捞渔尖杂鱼馆,15176676601,
鑫淼家常菜,13623330690,
米兰西典西餐厅,0315-4629199,
老九渔民海鲜,0315-2942345/13223367000,
木桶滋滋锅,17633001293,
爱上蛋糕(金融街店),0315-4851555,
乐亭人家酒楼,13315531001,
牧北冰煮羊,13230826817,
月岛烹小鲜,13503151066,
根据地土菜馆,0315-8377998,
爱思烤海鲜涮烤自助餐厅,0315-4620999/15076593789,
肯德蛋糕旗舰店,0315-5227918,
正德源煎牛肉,13785910050/18831581632,
爱上蛋糕(北新街店),0315-4850555,
和顺斋,0315-7291789,
老上海蛋糕,15350650847,
新岛咖啡,15130503036,
曹记饭店,13722503796,
爱上蛋糕(海港中学店),0315-2940555,
遇见海蒸汽海鲜店(唐山湾一店),13582517566,
正德源煎牛肉(港口店),15614998567,
肯德蛋糕店,0315-4617202/0315-5227918,
小磊海鲜烤肉,13582883872,
喜利来生日蛋糕(一中店),15232562226/13931444482,
鱼恋虾,0315-7297266,
老赵蒸鲜,18516999919,
流行美,13402436689,
蜜思蜜果,0315-7365755,
岑科饺子馆(京唐港店),0315-2942333,
渔景海鲜楼,15130500800,
悦百轩老北京烤鸭店,0315-4099777,
好运来西饼屋,15076238206/13582886752,
蜜滋艺术烘焙,15532521998,
月坨岛华清月府温泉酒店,0315-2410885,
赵三烧鸡,13273590099,
天悦烤鱼,0315-4866555,
京小面(乐亭店),18332563172,
三宝馄饨(乐亭一中店),18830571314,
金辉特色炸肉,15931918766,
最高鸡密炸鸡汉堡,15031585609,
大军烧烤,15033907277,
老城街小面,17713136260,
金宴捞渔尖杂鱼馆,0315-5369090/17736559090,
坛老徐有料鱼火锅,0315-2941088,
欧麦蛋糕房,15032413300,
翡翠楼酒店,13483500381,
良子足浴,0315-2919333/18633109677,
准客,15369498322,
苗方豆域专业去痘,13473579817,
李大钊纪念馆,0315-4622549,
爱齿牙科," <span class=""item"" itemprop=""tel"">15931560999</span> ",
恒泽汽车美容装具,15081508219,
三宝馄饨(京唐港店),15076556438,
菩提岛,0315-4052821,
手撕脆皮鸭,15100508575/18831505736,
金氏干锅鸭头(新大东方店),0315-4619979,
康宁盲人按摩院,15231566188,
脊骨面,15840854006,
国富饭店,13231586020,
张大厨黄焖鸡,15631533456,
天水清足浴馆,0315-2910008,
得月府鲜海坊,0315-7109022,
小磊碳烤生蚝,15232657272,
黄金手撕面包,13363204309,
农家粮早点,18210435488,
千椒百味火锅新天地(乐亭店),0315-4098777,
一八海鲜楼碳火铜锅,15033916007,
银丰饭店,0315-4870968,
圣帆海鲜,18330571569,
物外,15931580889,
爱上蛋糕(海港夏日店),0315-6249555,
火意生烤吧,13633250988,
碰碰凉(青春广场店),15933057299,
圣多美,18803159586,
味百千自助火锅烤肉,13634852120,
好客齐鲁黄焖鸡米饭,18832559436,
杨铭宇黃焖鸡米饭(乐亭店),18330321357,
日日升餐厅涮锅,13081062288,
庆丰蛋糕房,15031563523/13931578149,
三宝馄饨新大东方购物广场店(新大东方购物广场店),15176701061,
小东北自助烧烤,15176592033,
足之道足疗店,13832925131,
小牛牛章鱼水煎肉,17736522323/17732327028,
健足阁休闲会馆,0315-2910338/15531552166,
夏日购物中心,0315-2912108,
牛上牛煎烤肉,0315-7295688/15733329058,
鑫淼烧烤(港口店),0315-2919899/13473895999,
农语晓镇(总店),0315-4686789,
川味小吃,18713866687/13131527216,
王岳腊汁肉夹馍,13603154513,
秋实火锅烧烤,13315515804,
桥香源过桥米线,18632534457,
圣多美蛋糕店(一中店),18803155886,
渔港人家,18132151312,
特福莱汽车美容装饰,13315519277,
方舟书店,0315-5220088/0315-4622228,
cool思甜甜品店,18617518871,
阿龙快餐,13363206079,
麦瑞芙西饼屋,0315-2921996,
正新鸡排(乐亭店),17633033968,
杨铭宇黄焖鸡米饭(振兴路店),13373151090,
川香楼,13832824939,
景氏鸭脖,13393255222/18332795556,
源晟海鲜城,13315525570,
金顶鲜胡羊排,18633413789,
锅锅香东北菜,15030572262,
辣五味,18131595921,
大东方购物广场,0315-5222222,
肯德基(夏日店),0315-5228388,
浅水湾游乐园,13832577866,
海景嘉苑海腾饭店,15833563826,
浓浓猎岩香辣虾·火锅,18131759200,
吊桥快餐,17367539210,
聚林源火锅城,15831500218,
华驿快餐,0315-5360088,
巴蜀香辣虾,13373293389,
浅水湾金海湾度假村,0315-2921035/18633132569,
杨国福麻辣烫(永安路店),13315546345,
姐弟俩土豆粉,15369551239,
萨米特意大利卷筒披萨,0315-4695599,
昌明书店(南大路店),0315-4615868,
圆中圆购物广场,0315-4905188,
夏日超市,13832596151,
目标美发机构,15233365515,
音乐甜品屋,0315-4893333,
奶斯西饼屋,15230503212/18633155044,
燕锦饭店,15032909399,
天乐水果,15175583032/17731576106,
绝味鸭脖(海港店),17717778077,
幸运村海鲜家常菜,13717683888,
王斌眼镜店,0315-4805688,
真情鲜花(情缘店),0315-2696707/13230568668,
林家抿嘴乐麻辣香锅麻辣烫,15833524345,
麻辣动手手抓海鲜,15232788582,
加勒比海鲜城,18595919097/18151977779,
东方夜宴,0315-2917000/0315-6265777,
双麟9918海鲜火锅(京唐港分店),0315-6245777,
润仟祥黄焖鸡米饭快餐,18132159775/13383250766,
六合顺·老九烧鸽子,0315-5363369/13463503222,
感悟按摩店,15932541479,
川十三民谣火锅店,19931446123,
唐山鑫丰大酒店(餐饮部),0315-2917222,
海捞吧香辣虾火锅店,0315-3333688,
石头饭店,13722519870,
刘美烧鸡有限公司,15176557999,
祥御商务酒店(餐饮部),0315-6245888/0315-6245666,
有馍有样羊汤肉夹馍,18131766721,
东北砂锅炖,15230561456,
承启大酒店·宴会厅,4000908610-230601,
农场农夫炸鸡汉堡(唐城店),15971005653,
景天大酒店,15203253928,
海鲜吧,13121320025/13701061962,
牛家饺子馆,13831552786,
丞起生态餐厅,0315-4908888,
爱情麻辣烫麻辣香锅,15512533106,
岑科饺子馆(新大东方店),18932510100,
中南唐山湾,0315-7298888,
蜜雪冰城(盛世景湾店),17788259951,
牛师傅麻辣香锅,15512501821,
鱼品记,17713198123,
君来羊汤,13832524275,
金百宏饺子馆,13333258586,
鸿鹄百卉,18232554426,
思妍皮肤修复中心,15030598592,
小雨美妆造型婚纱坊,18031339080,
唐山湾鑫渔家码头农家院,13932573003,
姐弟俩土豆粉黄焖鸡,15175564532,
洗车人家高端汽车美容商务会所,15530808387/0315-2942070,
老渔翁灶台鱼,13393055545,
仟味居麻辣烫,15713499331,
吉任性鸡翅包饭,15232780615,
果然爱,13832824575,
红.spa美容美体,15030581717,
四叶工坊烘焙坊,15081976613,
河北永胜律师事务所,13131546593,
洵美美容院,18633302877,
茗月茶馆,13582509144,
紫灵轩美容会馆,13303349107,
宝山别墅农家院住宿餐饮,15032538386,
白氏健康减肥美容馆,15931556055,
简约烫发染发,18034452655,
街边作坊~铁板烧,15176510156,
码尚莱中餐,0315-5228666,
小海洋水族,0315-4606166,
车爵士洗车,15803150980,
欣雨花卉水族,13930535732/13273587768,
金矿奶茶(乐亭店),0315-4900168,
麦德炸鸡(二店),15230510230,
海顺烧烤大排档,15833509674/13832921518,
老味家常菜,13832506457,
大图广告,13010507666,
吊桥缸炉烧饼,0315-487100,
美达速汽车养护中心(大钊路店),0315-5226222,
雨合美容院,13930534324,
小城农夫焖锅香店,17713199960,
周军炸鸡,13103053602,
派乐餐厅,15533570531,
柠檬树,13582878713/15130577633,
牛奶草莓采摘园,18632591483,
时尚客牛排(乐亭店),0315-4886868,
富侨足浴(永安路店),0315-4896999,
一品渝香干锅鸭头,18232539993,
两义轩,15231551895/15612525456,
双麟9918海鲜火锅,0315-4863888,
蓝爵餐厅,0315-7100001,
宏源炭火烤肉,0315-2910621,
南聚鱻灶台鱼,15027528808,
时尚客牛排,0315-2915880,
一品渝香干锅鸭头,0315-4036588/13473500222,
动岚健身(乐亭店),13633150100,
先花店(乐亭县分店),15031581377,
肥仔家常菜,15027999567/15613832733,
蜀香苑石锅鱼,15100579213,
成都名优小吃,15232612248,
浩轩居柴锅鱼坊,13041034777,
阿十一金汤麻辣烫,0315-6269722,
梦之都酒吧,15131535888/15131577177,
北京人家,13401058048,
天天渔港海鲜坊,18833305365,
王家腊汁肉夹馍,18617528609,
干锅鸭头(石锅鱼港口分店),18031320708,
民昌海鲜酒楼,18034340526/18034340527,
塔城涮肉坊,0315-5227799,
品味火锅,18031527929,
情感鲜花婚庆,13933399789,
豆豆博士专业祛痘连锁机构(乐亭县店),15176628279,
祥福面馆,15081646046,
邸氏龙虾,13012018281,
楊国福麻辣烫(京唐港店),15081537325/15933043312,
王志自主小火锅,15227780397,
中国石化加油站,0315-4948377,
终极通讯,13184999994,
精功眼镜,0315-4619394,
利明雪莲专业瘦身终点站,13483483737,
发秀财美发,15131531733,
卓越汽车美容装具城,15833558078,
小杨花卉水族,13230512592/13230502316,
好运来西饼屋,0315-5366796/18712871533,
石氏刮痧服务部,13313256391,
汝缘美容院(汀流河店),15175579592,
可心居饭店,13932555461,
百伦斯帆船帆板运动俱乐部,0315-2918555/13315656267,
昌盛国际酒店,0315-2925558,
荣馨家政,13363261016/13363271016,
百变Fashion美甲美睫(圆中圆店),13832572044,
福华酒店,13730507930/18731503328,
尚滋味小龙虾,0315-4921777,
果缤纷商店,13001843699,
张华过桥米线,15830451985,
相约麻辣烫,18903374099,
齐聚电玩,15133981607,
辣公公麻辣掌门,17713172655/13393056676,
媳家婆自助水饺,0315-2910588/15075510561,
家味儿海鲜自助水饺,13613237772,
福瑞斯精酿烧烤吧,13703375461,
乐事旅行社,0315-4627772/0315-4627771,
老北京布鞋一部(乐亭县连锁店),13603375842,
亮酷眼镜,0315-5227912,
青嗅花房,18633346881,
苗老祖专业祛痘,0315-4623776,
金香阁自助大骨头,15075535209,
周军炸鸡(健康小区店),15102505881,
天云食府,15100556755/0315-4613020,
河间驴肉火烧,15031530992,
独味楼,13844029123,
蜀张一派斑鱼火锅,0315-4600789,
高丽居,15203156188,
渔家特色海鲜小吃,15133460310,
双缘居农家院,15633394288/17692555506,
傅记羊汤,15076459628,
岳少爷肉夹馍,0315-7293223,
蒙源香火锅城,17730512333,
杨子饭店,15232563616,
东来顺饭庄,15383957719,
李家饺子馆,15103259808,
饼粥王,13483566655,
青春发室,13832561786,
老赵渔家院,13754555416/18810856386,
鑫盛KTV,0315-2920088,
陈涛涮烤吧,13933302735,
峻旺饭店,13613259195,
中南二人转啤酒广场,0315-7293949/18931448678,
奇趣魔术,13832864600,
都市丽人(永安路店),13230838555,
夏日超市(中心社区分店),0315-4912989,
艳娟造型,13400451118,
尚德街霸鸡柳,15030500533,
金勇熟食,15231566895/13933383707,
魅力金沙饭店,0315-4688666,
贝克汉堡(一中店),15932001773,
昌盛农家院,15032586635,
好汉府甏肉馆,15175579716,
碰碰凉(乐亭店),15232780900,
高原牛肉拉面,18637203331,
程记铁锅焖面,15943727865,
胖姐烧烤,15031444090,
拉雅养车美佳润换油中心,0315-7666661,
鑫派餐厅,15503326555,
华莱士,18959021808,
正宇食府,0315-2917688,
战友汽修,0315-2928555,
姜师傅过桥米线,15612552595,
四娃重庆小面馆,15232774456,
福盛快餐,15663887216,
刘氏烧鸡,13290552205,
东北姐妹小吃,18724334866,
重庆鸡公煲,18931556856,
湘渔情,0315-4088888,
味忆铭牛扒饭,15127550500,
佳庆炖鸡馆,15232549522,
乐亭长途汽车站,0315-4013096,
大拇指车漆快修旗舰店(海城路店),0315-7201818,
乡音阁卡拉ok,0315-4699858,
乐亭县医院," <span class=""item"" itemprop=""tel"">0315-4620222</span> ",
春园火锅店,15531592597,
老张烩面,13230500122,
北京麻辣香锅,13733335561,
金叶火锅,15803152589,
鸡排大王,15130538833,
老台门,17732328858,
君味火锅,13582515698,
米蘭西典中西式快餐厅(健康家园店),0315-4688333,
长君家常菜,15933044166,
丰源餐饮部,0315-4620622,
老尹餐厅,15932513679,
来顺饭店,15081935215,
大岐美发,18632539543,
晋味削面坊,15832592512,
益旺浑锅,15131508588,
香一碗面馆,13716039183,
庆伟水果店,15081905998,
朋乐斋黄焖鸡米饭(老碗面),18832577791,
岸边特色烧饼城,13221733262,
怡园小吃,18712822980,
村头小舍铜锅涮,17717770797,
老三饭店,13102664976,
汤火功夫麻辣烫,17796960533,
双麟大酒店(餐饮部),15932541060,
老东北农家饭庄,0315-4637138,
地锅传奇,15633935555,
嘉焰火锅(御景家园店),0315-4605666,
糯米家,18633973396,
翠峰苑火锅,0315-5366789,
蜀街川菜馆,0315-7297557,
兄弟海鲜烧烤火锅,15031879888,
爱上蛋糕(健康家园店),0315-4852555,
无限极," <span class=""item"" itemprop=""tel"">15131569607</span> ",
起点时尚造型,15232572072,
花都造型,15076519093,
野剪美发,15512007600,
中国联通(胡家坨镇合作厅店),18631558085,
乐亭大唐修理厂,13722533688,
文艳驴肉饺子快餐店,15176658330,
刘溥烧鸡熟食,13473460805,
迎宾饭店,15930451861,
陈氏缸炉烧饼,13323291338,
蓝天美食城,13373293321,
乐亭渔家铁锅炖,0315-4888007,
精武鸭颈王,15933051007,
真给力快餐店,15127569179,
多喜爱意大利冰淇淋,15732010917,
海鲜大酒楼,13503373789,
第一佳大鸡排,18712883166,
梅山餐厅,15832538098,
益爱按摩,15176686809,
多味百顺餐馆,13931580949,
渝乡人家,18581375058,
美格造型,0315-4616902,
马记家常菜,13731537255,
雪满天海鲜家常菜,15132580797,
潇湘特色饺子馆,0315-4633200,
浅水湾海浪屿度假村,0315-292100,
成厨家常菜,13393058807,
普尔香特色全牛,18932501888,
京唐港一站,0315-2914430,
孙志鹏麻辣烫,15076570912,
天乐蛋糕,13315572691,
爱琴海小棧,0315-5366969,
相约蛋糕,15175592125,
重庆川菜馆,18632535818,
晋味刀削面·快餐,15032518996,
子曰糊涂馄饨,15131557415,
清秀佳人美容美体,15233156580,
乐齐寿司来了,18931481005,
东方佳人女子会馆,0315-5229108,
清美雅舍,15127520966,
纳新烧鸽,15373594333,
溢美快餐,13230515229,
哆唻咪美发沙龙,17713111411,
派思音美容美体,13933383716,
家梁康复养生,13483502994,
大东方购物广场(胡坨店),0315-4833322,
大东方购物广场(新寨店),0315-4978222,
秋实健康车居生活馆,13315551235,
香奈儿美容美体国际连锁,0315-2913168,
流行美(京唐港店),15233309192,
泰山花椒鸡,13832832317,
两义轩,15231559444,
花溢园花卉,13633154916,
AL 精剪,15081642636,
美之恋美容美体,15075526406,
君和汽修部,13832994763,
小苏美容,15097586092,
梵丽专业美容会馆,15931922499,
大方租车(乐亭店),4000600102,
天琪女子美容美体,15803252121,
焕颜女子美容院,13343257909,
牵手美容美发养生馆,15128823177,
释梦阁美容汗蒸养生会馆,15612881176,
玳莎私人定制美容SPA会馆,13903250366,
小隋发艺,15232599298,
樵林美甲美睫,18132151733,
杨国福麻辣烫,13582895065,
国福流河火锅鸡,13020880012,
老田修理部,13832552716,
小北京美容美发,15931527350,
健尔瘦瘦身美容养生馆,15032952152,
雅菲美容美体,15243432123,
丽欣女子美容馆,13315546677,
慧红美容养生馆,15227778179,
爱上天使美容院,15027506661,
名剪造型专业烫染店,15076513033,
玉颜阁女子美容美体,13633257273,
张亮麻辣烫(乐亭店),13832594998,
精武鸭颈王,13832504793,
阿娜隶美容美体,13831586629,
鱼你在一起,15033463238,
创艺达广告(港口店),13739825510,
唐山海港振军轮胎修理部,13483509132,
万里鞋店,13313256252,
永来家政有限公司,18632592282,
唯美专业瘦身美容(乐亭店),15833455866,
依妮坊SPA生活馆,15032963639,
思泉美容,15369592202,
尚美美容美发,13315520133,
阁兰秀SPA馆,15232662018,
长长美发,15530859266,
雅姿养生会馆,0315-7291155,
奉美理发,18730587081,
小刚造型,13731554400,
秋英发艺,15100575193,
雪明诺美容,18888833616,
心馨鲜花精品商行,13315570788,
唐山海港韩之颜美容馆,0315-2912088,
书源生活馆,15350670871,
福轩阁养生会馆,15350678278,
老东北铁锅炖(茂源街店),0315-4989288,
碳火蛙锅,15133469184,
蜜雪冰城,19803052515/18231523059,
乐亭旅游天行旅行社,/0315-4955559,
奥运书店,13832869462,
海港三岛旅行社(乐亭分公司),0315-7106667,
红运广告,15227781068,
车之翼(港荣街店),0315-2946677,
水悦华庭,0315-4965555,
中国邮政储蓄银行,0315-4621405,
阳光生活俱乐部,13931525552,
小草瘦身(觅园街店),18731526685,
无限极(海城路店)," <span class=""item"" itemprop=""tel"">18931501427</span> <span class=""item"" itemprop=""tel"">0315-5223866</span> ",
海棠美容,15176590918,
标榜炫发,15030538006,
慧惠美丽城,13831587878,
光明眼镜(南大路店),0315-4631695,
温馨小屋美容会馆,15031884584,
亚信文体商城,0315-5227018,
凌渡造型,17731545888,
美之韵无痛刮痧养生馆,13931492975,
格调美业,15233303606,
紫航养颜吧,15132509289,
依之恋,15032531365,
北极星电脑,15510585088,
诶茵诶健康美容美体管理(乐亭店),18713809969,
王氏本草中药养颜会馆,15690500619,
中泰开元名庭酒店·地中海自助餐,0312-6239898/0312-6259898,
汉丽轩(蠡县店),0312-6308888,
桃园养生融合餐厅,0312-6589830,
潮炫美容美体养生馆,15832267707,
上善会所,0312-6235100,
谷养元粥铺,13100607389,
雨花集养生理疗瘦身馆,13400373866,
金榜题名串吧,15075228998/0312-8620840,
麦奇林烘焙坊(总店),0312-6229952/13582387390,
老吉祥蛋糕,0312-6222206,
多乐滋蛋糕,13100625109/15630236278,
卡若拉手感烘焙(蠡县店),0312-6222988,
东河烤鸭店,0312-6588886,
翟虹舞馆,15130407339,
林川佳府,0312-6215553,
梁家大院,0312-6210100,
自在时光汗蒸,0312-8758999/0312-8758998,
姐弟俩土豆粉,15010609532,
北京烤鸭,13230612686,
苏杭蛋糕,13303263617,
西部来客,15130708652,
老风味牛肉罩饼,13323224666,
纯K派对量贩KTV,0312-6200888,
MEMORY CAFE·记忆咖啡,15131297107,
百味快餐,18431286444,
严厨老坛酸菜鱼,0312-6124244,
甲天下·美业工作室,13032070111,
牛栏山,15806029621,
老三烧烤旗舰店,17078965555,
健力美健身会所,15081246688,
无穷花,15030249610,
金诺郎韩式养生烤肉(蠡县店),18103321338,
向阳屯,13102917933,
馍小皮老吴家肉夹馍,15033309266,
多福居蛋糕店(蠡县店),13021876639,
钻石人间,0312-5392666,
喜九寸披萨,17733215151,
金记酿皮(蠡县分店),13472258000,
金记酿皮(信誉楼店),0312-6229189,
九九香仙豆糕,15130300819,
巫山烤全鱼,15230262228,
亨迪克寿司汉堡(信誉楼店),18103223054,
卤·面馆,18630217767,
书亦烧仙草(河北保定蠡县商城店),19933563378,
晋老头(蠡县店),0312-5858566,
捞福豆捞火锅店,0312-8755432,
蜜雪冰城,13013246978,
千古一香,15603276597,
清花饺子,0312-6228555,
蠡州烧烤火锅大院,13933233866/15127202526,
Biángbiáng面,18846073933,
乐派客LPK汉堡,18622165553/18633646290,
老齐大饭店,0312-6255142,
天天禾鲜奶吧(蠡县店),13673280280,
蠡州火锅,13933233866,
超越温泉汗蒸,0312-5398866,
嘎子快餐(留史店),15544902777,
六合顺砂锅居,15130492127,
河间驴肉火烧,17772533389,
食悦,18633228608,
捌零后院,0312-6510888,
重庆老火锅,0312-7878783,
阿娇熟食店,15030215952,
铭专业美发,13472260555,
N多寿司(诚信商厦店),13398628882,
88潮牌美发连锁(琪雅店),15097769600,
德克士(蠡县店),0312-6219988,
梦缘美容养生会所,15933232220,
指爱美甲新生活,15230471900,
朋乐斋黄焖鸡米饭,13473244039,
北京醉仙鸭,15232208827,
爱心301科学护肤体验中心,13722283363,
内蒙凉皮面吧,15075226859,
焱鱼新派古道烤鱼(蠡县店),0312-8755956,
东河大排档,15188776836,
昌兴酒楼,15203120099,
晋菜馆,15035257256,
麦德基,18931381355,
老字号饭店,13931341310,
一杆称麻辣烫(蠡县总店),13733326262,
玉指倾城美甲,13722267571,
老凯香辣虾烧烤,13731652008,
杨国福麻辣烫,18731253555,
美黛发艺,15631245222,
聚福居土豆粉,15712560668,
恋上签,15833881332,
好滋味(蠡县一店),0312-6212349,
铁锅排骨鸡,18932653298,
上饺下面,13733387810,
华莱士(蠡县店),0312-8755988,
名客佳鸡排,15188660806,
云南过桥米线(蠡县店),13373429913,
第1佳大鸡排(蠡县附小店),18830756235/15333123443,
康乐洗浴宾馆,0312-6216303,
艺流美容美发,15175287107,
真情鲜花(蠡吾大街店),17731506998,
